"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell44","SeuratProject",42884,6929,"Cell44","Batch1","Group3",43251.3226220584,"3","3"
"Cell45","SeuratProject",69068,8767,"Cell45","Batch1","Group1",69016.0340321371,"2","2"
"Cell46","SeuratProject",78043,9206,"Cell46","Batch1","Group1",77401.5130629056,"1","1"
"Cell47","SeuratProject",62603,8300,"Cell47","Batch1","Group2",62294.2404636291,"0","0"
"Cell48","SeuratProject",92616,9885,"Cell48","Batch1","Group1",92202.5264224594,"2","2"
"Cell49","SeuratProject",58165,8047,"Cell49","Batch1","Group4",57947.8008497682,"0","0"
"Cell50","SeuratProject",51297,7574,"Cell50","Batch1","Group1",50724.967426291,"2","2"
"Cell51","SeuratProject",55127,7885,"Cell51","Batch1","Group1",55112.2470203334,"2","2"
"Cell52","SeuratProject",81783,9330,"Cell52","Batch1","Group1",81298.814017793,"1","1"
"Cell53","SeuratProject",48513,7473,"Cell53","Batch1","Group1",48553.6770670908,"1","1"
"Cell54","SeuratProject",62069,8410,"Cell54","Batch1","Group1",62667.0566354572,"1","1"
"Cell55","SeuratProject",51473,7671,"Cell55","Batch1","Group4",51479.8135652904,"2","2"
"Cell56","SeuratProject",80336,9229,"Cell56","Batch1","Group1",79437.5256798526,"1","1"
"Cell57","SeuratProject",76477,9127,"Cell57","Batch1","Group3",76181.6941025597,"3","3"
"Cell58","SeuratProject",67161,8706,"Cell58","Batch1","Group1",67060.429202448,"1","1"
"Cell59","SeuratProject",78439,9206,"Cell59","Batch1","Group1",78555.5652602793,"1","1"
"Cell60","SeuratProject",58106,8127,"Cell60","Batch1","Group3",57524.5994574854,"3","3"
"Cell61","SeuratProject",70483,8812,"Cell61","Batch1","Group4",70055.3969728372,"0","0"
"Cell62","SeuratProject",85475,9555,"Cell62","Batch1","Group4",85673.0195030085,"0","0"
"Cell63","SeuratProject",55986,7897,"Cell63","Batch1","Group3",55862.6542487551,"3","3"
"Cell64","SeuratProject",64480,8617,"Cell64","Batch1","Group2",64571.1538406976,"0","0"
"Cell65","SeuratProject",56436,8035,"Cell65","Batch1","Group1",55719.1491177236,"1","1"
"Cell66","SeuratProject",67457,8569,"Cell66","Batch1","Group1",67082.7719422971,"1","1"
"Cell67","SeuratProject",84563,9504,"Cell67","Batch1","Group1",84669.7304880573,"2","2"
"Cell68","SeuratProject",47303,7343,"Cell68","Batch1","Group1",47241.6843866687,"1","1"
"Cell69","SeuratProject",61767,8371,"Cell69","Batch1","Group4",61779.0731320111,"0","0"
"Cell70","SeuratProject",58284,8047,"Cell70","Batch1","Group1",58428.6508944878,"1","1"
"Cell71","SeuratProject",55220,7939,"Cell71","Batch1","Group3",54833.5140468535,"3","3"
"Cell72","SeuratProject",63089,8447,"Cell72","Batch1","Group2",62235.8026810592,"0","0"
"Cell73","SeuratProject",50511,7567,"Cell73","Batch1","Group3",50116.2165034706,"3","3"
"Cell74","SeuratProject",84378,9555,"Cell74","Batch1","Group3",84468.6994979064,"3","3"
"Cell75","SeuratProject",54986,7890,"Cell75","Batch1","Group1",54943.3033915369,"1","1"
"Cell76","SeuratProject",52400,7699,"Cell76","Batch1","Group2",52176.865294012,"0","0"
"Cell77","SeuratProject",68493,8711,"Cell77","Batch1","Group2",68289.5115234116,"0","0"
"Cell78","SeuratProject",51141,7573,"Cell78","Batch1","Group4",51486.5571790514,"2","2"
"Cell79","SeuratProject",52991,7727,"Cell79","Batch1","Group3",52733.8060873491,"3","3"
"Cell80","SeuratProject",70370,8805,"Cell80","Batch1","Group3",70647.8800483667,"3","3"
"Cell81","SeuratProject",62435,8398,"Cell81","Batch1","Group2",62577.2036895261,"0","0"
"Cell82","SeuratProject",60192,8140,"Cell82","Batch1","Group3",60267.9606352075,"3","3"
"Cell83","SeuratProject",75286,9076,"Cell83","Batch1","Group1",74570.2863883654,"1","1"
"Cell84","SeuratProject",55479,7959,"Cell84","Batch1","Group3",56220.5228524621,"3","3"
"Cell85","SeuratProject",58661,8109,"Cell85","Batch1","Group2",57934.5963332219,"0","0"
"Cell86","SeuratProject",52375,7729,"Cell86","Batch1","Group1",51746.1909888854,"2","2"
"Cell87","SeuratProject",61297,8341,"Cell87","Batch1","Group1",62216.5916059409,"1","1"
"Cell88","SeuratProject",47188,7271,"Cell88","Batch1","Group1",46852.0394993909,"2","2"
"Cell89","SeuratProject",59889,8261,"Cell89","Batch1","Group3",59320.6924980265,"3","3"
"Cell90","SeuratProject",68949,8745,"Cell90","Batch1","Group1",69285.4855615673,"2","2"
"Cell91","SeuratProject",54754,7935,"Cell91","Batch1","Group1",54572.7065670042,"1","1"
"Cell92","SeuratProject",105918,10404,"Cell92","Batch1","Group3",106056.948359964,"3","3"
"Cell93","SeuratProject",52998,7820,"Cell93","Batch1","Group1",52602.5751440185,"1","1"
"Cell94","SeuratProject",47072,7306,"Cell94","Batch1","Group2",46552.4242718002,"1","1"
"Cell95","SeuratProject",43927,7056,"Cell95","Batch1","Group2",44136.9438689075,"0","0"
"Cell96","SeuratProject",70639,8869,"Cell96","Batch1","Group1",70463.3888378106,"2","2"
"Cell97","SeuratProject",54386,7841,"Cell97","Batch1","Group2",54174.7835595851,"0","0"
"Cell98","SeuratProject",60843,8273,"Cell98","Batch1","Group2",60285.7580907849,"0","0"
"Cell99","SeuratProject",40775,6836,"Cell99","Batch1","Group1",40943.976600085,"1","1"
"Cell100","SeuratProject",58797,8119,"Cell100","Batch1","Group1",58745.8697960119,"2","2"
"Cell101","SeuratProject",79456,9365,"Cell101","Batch1","Group3",80087.8451969619,"3","3"
"Cell102","SeuratProject",61009,8286,"Cell102","Batch1","Group1",61343.0722648986,"1","1"
"Cell103","SeuratProject",57518,7990,"Cell103","Batch1","Group1",57768.0712480024,"0","0"
"Cell104","SeuratProject",49551,7504,"Cell104","Batch1","Group2",49318.7355331056,"0","0"
"Cell105","SeuratProject",61448,8332,"Cell105","Batch1","Group3",61804.5319747738,"3","3"
"Cell106","SeuratProject",63047,8446,"Cell106","Batch1","Group3",63392.4654760826,"3","3"
"Cell107","SeuratProject",81259,9377,"Cell107","Batch1","Group2",80947.6088525183,"0","0"
"Cell108","SeuratProject",72030,8966,"Cell108","Batch1","Group3",72664.7875080981,"3","3"
"Cell109","SeuratProject",76650,9108,"Cell109","Batch1","Group3",77005.1836132669,"3","3"
"Cell110","SeuratProject",54310,7791,"Cell110","Batch1","Group3",54270.2560096153,"3","3"
"Cell111","SeuratProject",66597,8596,"Cell111","Batch1","Group3",66030.8793599963,"3","3"
"Cell112","SeuratProject",43385,7048,"Cell112","Batch1","Group3",43178.7540790083,"3","3"
"Cell113","SeuratProject",50722,7686,"Cell113","Batch1","Group1",50997.6490850762,"2","2"
"Cell114","SeuratProject",70434,8881,"Cell114","Batch1","Group1",70703.1417967428,"2","2"
"Cell115","SeuratProject",64773,8552,"Cell115","Batch1","Group1",64238.052583991,"1","1"
"Cell116","SeuratProject",54902,7922,"Cell116","Batch1","Group2",55523.3362852181,"0","0"
"Cell117","SeuratProject",44134,7184,"Cell117","Batch1","Group1",43912.8719923687,"1","1"
"Cell118","SeuratProject",53978,7868,"Cell118","Batch1","Group4",53694.9539632046,"0","0"
"Cell119","SeuratProject",61438,8282,"Cell119","Batch1","Group3",61077.8163072526,"0","0"
"Cell120","SeuratProject",55296,7991,"Cell120","Batch1","Group4",55393.2521061878,"0","0"
"Cell121","SeuratProject",44048,7061,"Cell121","Batch1","Group3",44116.2557485639,"3","3"
"Cell122","SeuratProject",45496,7235,"Cell122","Batch1","Group1",45760.7844158204,"0","0"
"Cell123","SeuratProject",67635,8668,"Cell123","Batch1","Group2",67520.0191132146,"0","0"
"Cell124","SeuratProject",74732,9036,"Cell124","Batch1","Group1",74834.6524044085,"3","3"
"Cell125","SeuratProject",72185,8891,"Cell125","Batch1","Group1",72545.9607681753,"1","1"
"Cell126","SeuratProject",54764,7934,"Cell126","Batch1","Group1",55152.4036383291,"2","2"
"Cell127","SeuratProject",48982,7495,"Cell127","Batch1","Group1",48608.5811979419,"2","2"
"Cell128","SeuratProject",64268,8464,"Cell128","Batch1","Group1",64601.4903550921,"3","3"
"Cell129","SeuratProject",50148,7517,"Cell129","Batch1","Group1",49213.7837997535,"1","1"
"Cell130","SeuratProject",58753,8147,"Cell130","Batch1","Group4",59254.1295901145,"0","0"
"Cell131","SeuratProject",62493,8380,"Cell131","Batch1","Group1",62247.9948212452,"2","2"
"Cell132","SeuratProject",101483,10266,"Cell132","Batch1","Group3",102177.612135887,"3","3"
"Cell133","SeuratProject",42112,6845,"Cell133","Batch1","Group1",41811.5428405268,"2","2"
"Cell134","SeuratProject",70291,8801,"Cell134","Batch1","Group3",69672.8499379639,"3","3"
"Cell135","SeuratProject",50004,7516,"Cell135","Batch1","Group4",50284.1848727905,"0","0"
"Cell136","SeuratProject",60436,8330,"Cell136","Batch1","Group3",60403.8876003262,"3","3"
"Cell137","SeuratProject",53418,7841,"Cell137","Batch1","Group3",52625.8943404511,"2","2"
"Cell138","SeuratProject",55314,7851,"Cell138","Batch1","Group2",54960.4195931505,"0","0"
"Cell139","SeuratProject",61348,8317,"Cell139","Batch1","Group1",62015.0372883977,"2","2"
"Cell140","SeuratProject",68276,8636,"Cell140","Batch1","Group1",68406.1925528403,"1","1"
"Cell141","SeuratProject",70752,8800,"Cell141","Batch1","Group1",70629.0699548763,"1","1"
"Cell142","SeuratProject",71706,8877,"Cell142","Batch1","Group1",71604.2546631844,"2","2"
"Cell143","SeuratProject",84138,9576,"Cell143","Batch1","Group3",83831.2699594938,"3","3"
"Cell144","SeuratProject",71406,8868,"Cell144","Batch1","Group4",71623.9893709928,"0","0"
"Cell145","SeuratProject",47571,7291,"Cell145","Batch1","Group3",47225.897242882,"1","1"
"Cell146","SeuratProject",48819,7438,"Cell146","Batch1","Group1",48321.9660219954,"0","0"
"Cell147","SeuratProject",76018,9058,"Cell147","Batch1","Group1",75692.2243096856,"1","1"
"Cell148","SeuratProject",68147,8648,"Cell148","Batch1","Group4",67367.3392951832,"2","2"
"Cell149","SeuratProject",62570,8365,"Cell149","Batch1","Group2",62711.4743571154,"0","0"
"Cell150","SeuratProject",67743,8614,"Cell150","Batch1","Group4",67173.5398069848,"1","1"
"Cell151","SeuratProject",66535,8488,"Cell151","Batch1","Group3",66663.9621265323,"3","3"
"Cell152","SeuratProject",65672,8480,"Cell152","Batch1","Group3",65082.2374847434,"3","3"
"Cell153","SeuratProject",59934,8217,"Cell153","Batch1","Group1",59443.4414474716,"1","1"
"Cell154","SeuratProject",65060,8599,"Cell154","Batch1","Group2",66223.0928151237,"0","0"
"Cell155","SeuratProject",54099,7819,"Cell155","Batch1","Group3",53447.5586424008,"3","3"
"Cell156","SeuratProject",59750,8201,"Cell156","Batch1","Group2",60094.3061572815,"0","0"
"Cell157","SeuratProject",47997,7411,"Cell157","Batch1","Group4",47690.8602817869,"0","0"
"Cell158","SeuratProject",66020,8546,"Cell158","Batch1","Group1",65637.8234932901,"2","2"
"Cell159","SeuratProject",66312,8667,"Cell159","Batch1","Group1",65931.7425903412,"1","1"
"Cell160","SeuratProject",54994,7797,"Cell160","Batch1","Group1",54549.9853442853,"0","0"
"Cell161","SeuratProject",72874,8967,"Cell161","Batch1","Group2",73068.3187184869,"2","2"
"Cell162","SeuratProject",55890,7991,"Cell162","Batch1","Group3",55779.5772147434,"3","3"
"Cell163","SeuratProject",68002,8713,"Cell163","Batch1","Group1",68593.7693732138,"2","2"
"Cell164","SeuratProject",72517,8940,"Cell164","Batch1","Group3",72798.3011749482,"3","3"
"Cell165","SeuratProject",51377,7612,"Cell165","Batch1","Group1",51117.8224593251,"1","1"
"Cell166","SeuratProject",61046,8301,"Cell166","Batch1","Group1",61131.2729449782,"2","2"
"Cell167","SeuratProject",65302,8602,"Cell167","Batch1","Group4",65902.2972654956,"3","3"
"Cell168","SeuratProject",52343,7733,"Cell168","Batch1","Group1",52593.4267102969,"2","2"
"Cell169","SeuratProject",88848,9699,"Cell169","Batch1","Group1",88391.6264854653,"2","2"
"Cell170","SeuratProject",50141,7464,"Cell170","Batch1","Group2",50172.3110430823,"0","0"
"Cell171","SeuratProject",43858,7134,"Cell171","Batch1","Group4",43778.4515138633,"2","2"
"Cell172","SeuratProject",62141,8427,"Cell172","Batch1","Group1",62068.587442404,"2","2"
"Cell173","SeuratProject",42189,6901,"Cell173","Batch1","Group2",42587.6858872597,"0","0"
"Cell174","SeuratProject",56813,7958,"Cell174","Batch1","Group4",56383.8332399496,"1","1"
"Cell175","SeuratProject",49081,7475,"Cell175","Batch1","Group1",49599.23406809,"1","1"
"Cell176","SeuratProject",46612,7232,"Cell176","Batch1","Group4",47050.3271743625,"0","0"
"Cell177","SeuratProject",74644,9134,"Cell177","Batch1","Group3",74949.3173501392,"3","3"
"Cell178","SeuratProject",52153,7591,"Cell178","Batch1","Group3",51692.7910683216,"0","0"
"Cell179","SeuratProject",65094,8566,"Cell179","Batch1","Group1",64361.1467249117,"2","2"
"Cell180","SeuratProject",64757,8491,"Cell180","Batch1","Group3",64313.2022629813,"3","3"
"Cell181","SeuratProject",64529,8536,"Cell181","Batch1","Group3",65123.7540394534,"3","3"
"Cell182","SeuratProject",50816,7607,"Cell182","Batch1","Group1",50400.5296657847,"1","1"
"Cell183","SeuratProject",55023,8048,"Cell183","Batch1","Group4",54865.1572709587,"1","1"
"Cell184","SeuratProject",58643,8075,"Cell184","Batch1","Group1",59084.7096057615,"0","0"
"Cell185","SeuratProject",70857,8952,"Cell185","Batch1","Group1",70607.8982003839,"2","2"
"Cell186","SeuratProject",62057,8367,"Cell186","Batch1","Group3",62388.1227614649,"3","3"
"Cell187","SeuratProject",58477,8091,"Cell187","Batch1","Group1",58195.2914256344,"1","1"
"Cell188","SeuratProject",56295,8009,"Cell188","Batch1","Group1",55492.6967789126,"1","1"
"Cell189","SeuratProject",63731,8382,"Cell189","Batch1","Group1",64095.1233694658,"1","1"
"Cell190","SeuratProject",37019,6465,"Cell190","Batch1","Group1",36578.1210002723,"2","2"
"Cell191","SeuratProject",57785,8122,"Cell191","Batch1","Group3",58573.4575536507,"3","3"
"Cell192","SeuratProject",51477,7623,"Cell192","Batch1","Group4",50819.7216291207,"0","0"
"Cell193","SeuratProject",65687,8571,"Cell193","Batch1","Group2",65683.4318596472,"1","1"
"Cell194","SeuratProject",60965,8301,"Cell194","Batch1","Group3",62043.4142119628,"3","3"
"Cell195","SeuratProject",42096,6924,"Cell195","Batch1","Group2",41870.3922435588,"2","2"
"Cell196","SeuratProject",52224,7744,"Cell196","Batch1","Group3",52356.6555365779,"3","3"
"Cell197","SeuratProject",85189,9568,"Cell197","Batch1","Group1",86108.6567753172,"1","1"
"Cell198","SeuratProject",57391,8038,"Cell198","Batch1","Group2",57063.4210588159,"0","0"
"Cell199","SeuratProject",59272,8172,"Cell199","Batch1","Group2",60130.7660079159,"3","3"
"Cell200","SeuratProject",50336,7527,"Cell200","Batch1","Group3",49759.255932394,"3","3"
"Cell201","SeuratProject",70033,8739,"Cell201","Batch1","Group2",69652.9116906125,"0","0"
"Cell202","SeuratProject",63387,8414,"Cell202","Batch1","Group1",63237.1316612034,"2","2"
"Cell203","SeuratProject",54126,7796,"Cell203","Batch1","Group1",53851.2876892023,"2","2"
"Cell204","SeuratProject",80511,9315,"Cell204","Batch1","Group3",80093.6342708682,"3","3"
"Cell205","SeuratProject",57698,8092,"Cell205","Batch1","Group1",57335.7489620507,"2","2"
"Cell206","SeuratProject",37582,6497,"Cell206","Batch1","Group1",37145.6670744414,"1","1"
"Cell207","SeuratProject",64076,8473,"Cell207","Batch1","Group1",63524.4100199638,"0","0"
"Cell208","SeuratProject",47441,7325,"Cell208","Batch1","Group1",47903.7662204425,"1","1"
"Cell209","SeuratProject",46706,7260,"Cell209","Batch1","Group2",47141.4115885946,"2","2"
"Cell210","SeuratProject",70624,8816,"Cell210","Batch1","Group1",70314.6736374113,"1","1"
"Cell211","SeuratProject",64057,8400,"Cell211","Batch1","Group1",63138.4371239135,"1","1"
"Cell212","SeuratProject",52242,7624,"Cell212","Batch1","Group1",52060.3417428328,"1","1"
"Cell213","SeuratProject",86246,9661,"Cell213","Batch1","Group3",86735.8067611988,"3","3"
"Cell214","SeuratProject",92039,9863,"Cell214","Batch1","Group1",92386.9656335563,"1","1"
"Cell215","SeuratProject",62001,8340,"Cell215","Batch1","Group1",62364.9101617711,"2","2"
"Cell216","SeuratProject",70583,8858,"Cell216","Batch1","Group2",70600.2137610923,"0","0"
"Cell217","SeuratProject",53766,7778,"Cell217","Batch1","Group2",53510.3954357315,"0","0"
"Cell218","SeuratProject",60453,8187,"Cell218","Batch1","Group1",60801.8826746532,"2","2"
"Cell219","SeuratProject",71727,8896,"Cell219","Batch1","Group3",71584.4443349866,"3","3"
"Cell220","SeuratProject",51441,7622,"Cell220","Batch1","Group2",51219.2874916607,"0","0"
"Cell221","SeuratProject",62764,8245,"Cell221","Batch1","Group2",62385.906792653,"0","0"
"Cell222","SeuratProject",77877,9269,"Cell222","Batch1","Group1",78277.4331112973,"2","2"
"Cell223","SeuratProject",56727,8045,"Cell223","Batch1","Group1",56714.5820681047,"1","1"
"Cell224","SeuratProject",57583,8103,"Cell224","Batch1","Group2",57293.5986227697,"0","0"
"Cell225","SeuratProject",84232,9578,"Cell225","Batch1","Group3",85573.9278142602,"3","3"
"Cell226","SeuratProject",83945,9549,"Cell226","Batch1","Group1",83851.5178490111,"1","1"
"Cell227","SeuratProject",49836,7465,"Cell227","Batch1","Group1",49176.1988665963,"2","2"
"Cell228","SeuratProject",67353,8585,"Cell228","Batch1","Group1",67131.3664840143,"1","1"
"Cell229","SeuratProject",45843,7247,"Cell229","Batch1","Group4",45612.5555212582,"0","0"
"Cell230","SeuratProject",77446,9236,"Cell230","Batch1","Group3",77067.0855230522,"1","1"
"Cell231","SeuratProject",62388,8415,"Cell231","Batch1","Group4",63003.2633000914,"0","0"
"Cell232","SeuratProject",51153,7661,"Cell232","Batch1","Group2",50923.7636359798,"0","0"
"Cell233","SeuratProject",56494,7968,"Cell233","Batch1","Group2",56496.9973466138,"0","0"
"Cell234","SeuratProject",62360,8330,"Cell234","Batch1","Group1",61835.2157857347,"2","2"
"Cell235","SeuratProject",34015,6266,"Cell235","Batch1","Group4",34258.1069476597,"0","0"
"Cell236","SeuratProject",68438,8733,"Cell236","Batch1","Group1",68456.1770032239,"2","2"
"Cell237","SeuratProject",70685,8814,"Cell237","Batch1","Group1",70534.3397085011,"1","1"
"Cell238","SeuratProject",65448,8545,"Cell238","Batch1","Group4",65490.9848656178,"1","1"
"Cell239","SeuratProject",71519,8922,"Cell239","Batch1","Group1",71281.503447391,"0","0"
"Cell240","SeuratProject",88727,9647,"Cell240","Batch1","Group4",87849.218519611,"0","0"
"Cell241","SeuratProject",70524,8843,"Cell241","Batch1","Group1",69882.4001196799,"1","1"
"Cell242","SeuratProject",60653,8215,"Cell242","Batch1","Group3",60799.954118963,"3","3"
"Cell243","SeuratProject",61153,8352,"Cell243","Batch1","Group1",62016.3761610271,"1","1"
"Cell244","SeuratProject",55959,7935,"Cell244","Batch1","Group1",56367.8921905633,"2","2"
"Cell245","SeuratProject",47204,7388,"Cell245","Batch1","Group1",47251.8319586461,"2","2"
"Cell246","SeuratProject",52452,7705,"Cell246","Batch1","Group1",51652.506606941,"1","1"
"Cell247","SeuratProject",61064,8326,"Cell247","Batch1","Group4",61097.342012227,"3","3"
"Cell248","SeuratProject",40935,6942,"Cell248","Batch1","Group2",41577.5300249666,"1","1"
"Cell249","SeuratProject",80168,9383,"Cell249","Batch1","Group3",79738.933375296,"3","3"
"Cell250","SeuratProject",62843,8448,"Cell250","Batch1","Group3",62925.1468238804,"3","3"
"Cell251","SeuratProject",63056,8425,"Cell251","Batch1","Group2",62950.2428490036,"0","0"
"Cell252","SeuratProject",60949,8271,"Cell252","Batch1","Group4",60443.4348710729,"0","0"
"Cell253","SeuratProject",43133,7011,"Cell253","Batch1","Group1",43627.7303698904,"1","1"
"Cell254","SeuratProject",54892,7797,"Cell254","Batch1","Group3",54806.7160893808,"1","1"
"Cell255","SeuratProject",75057,9065,"Cell255","Batch1","Group2",75012.1438940647,"0","0"
"Cell256","SeuratProject",52935,7790,"Cell256","Batch1","Group4",53274.7844825284,"2","2"
"Cell257","SeuratProject",72981,8974,"Cell257","Batch1","Group1",73002.956587218,"1","1"
"Cell258","SeuratProject",72306,8969,"Cell258","Batch1","Group2",72341.9576730382,"0","0"
"Cell259","SeuratProject",70362,8706,"Cell259","Batch1","Group3",69924.0404951207,"3","3"
"Cell260","SeuratProject",74733,8939,"Cell260","Batch1","Group4",75196.5123159865,"0","0"
"Cell261","SeuratProject",61957,8302,"Cell261","Batch1","Group4",61944.022089948,"0","0"
"Cell262","SeuratProject",42827,6955,"Cell262","Batch1","Group2",43131.0964220484,"0","0"
"Cell263","SeuratProject",62121,8387,"Cell263","Batch1","Group2",62735.8757979606,"0","0"
"Cell264","SeuratProject",43085,7006,"Cell264","Batch1","Group2",42597.9743703279,"0","0"
"Cell265","SeuratProject",60446,8346,"Cell265","Batch1","Group1",60741.6856880533,"0","0"
"Cell266","SeuratProject",68772,8723,"Cell266","Batch1","Group3",68549.5437487646,"3","3"
"Cell267","SeuratProject",58899,8120,"Cell267","Batch1","Group1",58063.8202883122,"1","1"
"Cell268","SeuratProject",56302,7927,"Cell268","Batch1","Group2",56238.6446909148,"0","0"
"Cell269","SeuratProject",54998,7888,"Cell269","Batch1","Group1",55386.6606522996,"1","1"
"Cell270","SeuratProject",80385,9361,"Cell270","Batch1","Group3",80427.3016353365,"3","3"
"Cell271","SeuratProject",54974,7806,"Cell271","Batch1","Group3",54510.6433888355,"3","3"
"Cell272","SeuratProject",112831,10571,"Cell272","Batch1","Group2",112713.035470181,"0","0"
"Cell273","SeuratProject",78200,9135,"Cell273","Batch1","Group3",77310.5515023006,"3","3"
"Cell274","SeuratProject",58097,8154,"Cell274","Batch1","Group4",57933.5999614283,"3","3"
"Cell275","SeuratProject",75777,9233,"Cell275","Batch1","Group3",75588.3855921089,"0","0"
"Cell276","SeuratProject",50666,7596,"Cell276","Batch1","Group1",51343.4691578459,"1","1"
"Cell277","SeuratProject",60023,8269,"Cell277","Batch1","Group4",59197.6171680935,"1","1"
"Cell278","SeuratProject",57326,8066,"Cell278","Batch1","Group2",57503.6335184571,"0","0"
"Cell279","SeuratProject",44691,7103,"Cell279","Batch1","Group1",45043.3744745196,"1","1"
"Cell280","SeuratProject",61105,8282,"Cell280","Batch1","Group2",61185.387621311,"0","0"
"Cell281","SeuratProject",43207,6945,"Cell281","Batch1","Group4",42404.9152936015,"0","0"
"Cell282","SeuratProject",53966,7785,"Cell282","Batch1","Group1",53511.0562776992,"1","1"
"Cell283","SeuratProject",58576,8053,"Cell283","Batch1","Group4",58550.4683250055,"1","1"
"Cell284","SeuratProject",59989,8174,"Cell284","Batch1","Group2",59923.9324624228,"0","0"
"Cell285","SeuratProject",74375,9007,"Cell285","Batch1","Group3",74334.0972733336,"0","0"
"Cell286","SeuratProject",65289,8611,"Cell286","Batch1","Group1",65580.3673079862,"2","2"
"Cell287","SeuratProject",54381,7880,"Cell287","Batch1","Group1",54275.0297226711,"2","2"
"Cell288","SeuratProject",49361,7573,"Cell288","Batch1","Group2",50122.9881940011,"0","0"
"Cell289","SeuratProject",65111,8528,"Cell289","Batch1","Group2",64504.6674477321,"0","0"
