"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell1091","SeuratProject",4418,602,"Cell1091","Batch2","Group2",4984.81630078726,"3","3"
"Cell1092","SeuratProject",1897,362,"Cell1092","Batch2","Group3",2258.25322988266,"0","0"
"Cell1093","SeuratProject",2493,384,"Cell1093","Batch2","Group3",2750.80645933223,"0","0"
"Cell1094","SeuratProject",7099,770,"Cell1094","Batch2","Group3",7645.59608348206,"0","0"
"Cell1095","SeuratProject",3835,502,"Cell1095","Batch2","Group3",4468.25271743077,"0","0"
"Cell1096","SeuratProject",1753,340,"Cell1096","Batch2","Group1",2003.97984202614,"3","3"
"Cell1097","SeuratProject",2717,420,"Cell1097","Batch2","Group1",3214.65456847757,"2","2"
"Cell1098","SeuratProject",4208,577,"Cell1098","Batch2","Group2",4856.36256718986,"3","3"
"Cell1099","SeuratProject",2751,453,"Cell1099","Batch2","Group2",3283.70118277167,"3","3"
"Cell1100","SeuratProject",2240,362,"Cell1100","Batch2","Group4",2435.7045983212,"1","1"
"Cell1101","SeuratProject",5934,687,"Cell1101","Batch2","Group1",6588.64575314897,"2","2"
"Cell1102","SeuratProject",2877,429,"Cell1102","Batch2","Group3",3627.13639016102,"0","0"
"Cell1103","SeuratProject",1874,334,"Cell1103","Batch2","Group2",2373.24636354711,"3","3"
"Cell1104","SeuratProject",4111,564,"Cell1104","Batch2","Group1",4957.80432246584,"2","2"
"Cell1105","SeuratProject",4133,547,"Cell1105","Batch2","Group4",4955.74455198472,"1","1"
"Cell1106","SeuratProject",1434,278,"Cell1106","Batch2","Group1",1827.10560353497,"2","2"
"Cell1107","SeuratProject",2527,365,"Cell1107","Batch2","Group1",2777.12518421651,"2","2"
"Cell1108","SeuratProject",1763,314,"Cell1108","Batch2","Group4",2158.94657299596,"1","1"
"Cell1109","SeuratProject",1361,301,"Cell1109","Batch2","Group2",1773.05151551427,"3","3"
"Cell1110","SeuratProject",6033,695,"Cell1110","Batch2","Group1",6818.04955094779,"2","2"
"Cell1111","SeuratProject",1618,308,"Cell1111","Batch2","Group2",2004.71744809542,"3","3"
"Cell1112","SeuratProject",3346,500,"Cell1112","Batch2","Group1",3951.79641535315,"2","2"
"Cell1113","SeuratProject",3243,497,"Cell1113","Batch2","Group2",3937.63007451605,"3","3"
"Cell1114","SeuratProject",2593,413,"Cell1114","Batch2","Group3",2882.13558710074,"0","0"
"Cell1115","SeuratProject",2971,483,"Cell1115","Batch2","Group3",3572.17191769844,"0","0"
"Cell1116","SeuratProject",2546,458,"Cell1116","Batch2","Group3",3073.56894460801,"0","0"
"Cell1117","SeuratProject",2953,456,"Cell1117","Batch2","Group2",3552.97308848716,"1","1"
"Cell1118","SeuratProject",2382,389,"Cell1118","Batch2","Group4",2721.09109038555,"1","1"
"Cell1119","SeuratProject",6180,709,"Cell1119","Batch2","Group1",6835.97891092239,"2","2"
"Cell1120","SeuratProject",5798,749,"Cell1120","Batch2","Group2",6835.23223591349,"3","3"
"Cell1121","SeuratProject",2625,423,"Cell1121","Batch2","Group4",2944.37440244283,"1","1"
"Cell1122","SeuratProject",2331,366,"Cell1122","Batch2","Group4",2737.46931173373,"1","1"
"Cell1123","SeuratProject",2811,469,"Cell1123","Batch2","Group3",3409.52424538426,"0","0"
"Cell1124","SeuratProject",3478,519,"Cell1124","Batch2","Group4",4112.59815898546,"1","1"
"Cell1125","SeuratProject",2923,424,"Cell1125","Batch2","Group1",3405.21581884965,"2","2"
"Cell1126","SeuratProject",1777,332,"Cell1126","Batch2","Group3",2014.68514115219,"0","0"
"Cell1127","SeuratProject",4599,604,"Cell1127","Batch2","Group1",5159.62905607619,"2","2"
"Cell1128","SeuratProject",3612,512,"Cell1128","Batch2","Group4",4142.17861134424,"1","1"
"Cell1129","SeuratProject",1497,316,"Cell1129","Batch2","Group3",1826.5706390914,"0","0"
"Cell1130","SeuratProject",5592,655,"Cell1130","Batch2","Group2",6643.79749334263,"3","3"
"Cell1131","SeuratProject",4194,572,"Cell1131","Batch2","Group2",4734.54906667318,"3","3"
"Cell1132","SeuratProject",3038,447,"Cell1132","Batch2","Group3",3361.67706062785,"0","0"
"Cell1133","SeuratProject",3030,477,"Cell1133","Batch2","Group2",3717.27316396147,"3","3"
"Cell1134","SeuratProject",3015,441,"Cell1134","Batch2","Group1",3782.05177923416,"2","2"
"Cell1135","SeuratProject",2451,421,"Cell1135","Batch2","Group3",2925.1189892235,"0","0"
"Cell1136","SeuratProject",1359,281,"Cell1136","Batch2","Group2",1659.89001610037,"3","3"
"Cell1137","SeuratProject",2405,372,"Cell1137","Batch2","Group1",2990.48953638234,"2","2"
"Cell1138","SeuratProject",3193,518,"Cell1138","Batch2","Group2",3904.7230013442,"3","3"
"Cell1139","SeuratProject",1269,269,"Cell1139","Batch2","Group3",1419.55130220306,"0","0"
"Cell1140","SeuratProject",2610,422,"Cell1140","Batch2","Group3",3203.31113161803,"0","0"
"Cell1141","SeuratProject",7596,848,"Cell1141","Batch2","Group2",8627.60713184798,"3","3"
"Cell1142","SeuratProject",2263,390,"Cell1142","Batch2","Group2",2825.59404414199,"3","3"
"Cell1143","SeuratProject",3666,499,"Cell1143","Batch2","Group4",4138.36999988478,"1","1"
"Cell1144","SeuratProject",1938,374,"Cell1144","Batch2","Group3",2527.55531814481,"0","0"
"Cell1145","SeuratProject",3225,490,"Cell1145","Batch2","Group2",3793.966751336,"3","3"
"Cell1146","SeuratProject",3021,490,"Cell1146","Batch2","Group2",3501.66232672674,"3","3"
"Cell1147","SeuratProject",4195,552,"Cell1147","Batch2","Group4",4820.71221192417,"1","1"
"Cell1148","SeuratProject",4356,586,"Cell1148","Batch2","Group4",5357.77376963991,"1","1"
"Cell1149","SeuratProject",2586,411,"Cell1149","Batch2","Group3",2914.14261906097,"0","0"
"Cell1150","SeuratProject",5823,662,"Cell1150","Batch2","Group4",6427.41467685586,"0","0"
"Cell1151","SeuratProject",1745,340,"Cell1151","Batch2","Group4",2037.13612815242,"1","1"
"Cell1152","SeuratProject",2087,357,"Cell1152","Batch2","Group3",2593.4872499059,"0","0"
"Cell1153","SeuratProject",5693,701,"Cell1153","Batch2","Group2",6662.58451651901,"3","3"
"Cell1154","SeuratProject",3138,465,"Cell1154","Batch2","Group1",3678.01542039631,"2","2"
"Cell1155","SeuratProject",3405,487,"Cell1155","Batch2","Group1",3912.4602114381,"2","2"
"Cell1156","SeuratProject",3568,501,"Cell1156","Batch2","Group4",4205.46739051815,"1","1"
"Cell1157","SeuratProject",1603,303,"Cell1157","Batch2","Group1",2039.79255272909,"2","2"
"Cell1158","SeuratProject",2737,422,"Cell1158","Batch2","Group2",3261.19157944906,"3","3"
"Cell1159","SeuratProject",2758,429,"Cell1159","Batch2","Group2",3222.5465128453,"1","1"
"Cell1160","SeuratProject",2683,435,"Cell1160","Batch2","Group1",3157.65326258966,"2","2"
"Cell1161","SeuratProject",4300,592,"Cell1161","Batch2","Group2",5281.3399801942,"3","3"
"Cell1162","SeuratProject",1118,253,"Cell1162","Batch2","Group3",1426.21516210515,"0","0"
"Cell1163","SeuratProject",7258,777,"Cell1163","Batch2","Group3",8370.5756292572,"0","0"
"Cell1164","SeuratProject",1726,312,"Cell1164","Batch2","Group4",2130.92499165859,"1","1"
"Cell1165","SeuratProject",1706,336,"Cell1165","Batch2","Group4",2177.71565975295,"1","1"
"Cell1166","SeuratProject",3061,492,"Cell1166","Batch2","Group2",3717.88319437596,"3","3"
"Cell1167","SeuratProject",2548,400,"Cell1167","Batch2","Group1",2942.35059208942,"2","2"
"Cell1168","SeuratProject",1633,296,"Cell1168","Batch2","Group4",1912.58905542513,"1","1"
"Cell1169","SeuratProject",2440,400,"Cell1169","Batch2","Group2",2984.34076975101,"3","3"
"Cell1170","SeuratProject",3335,481,"Cell1170","Batch2","Group4",3913.79617574089,"1","1"
"Cell1171","SeuratProject",2558,427,"Cell1171","Batch2","Group3",3142.53031409398,"0","0"
"Cell1172","SeuratProject",4601,613,"Cell1172","Batch2","Group3",4999.29255062313,"0","0"
"Cell1173","SeuratProject",2926,407,"Cell1173","Batch2","Group1",3263.5514262423,"2","2"
"Cell1174","SeuratProject",1881,346,"Cell1174","Batch2","Group4",2257.10289720456,"1","1"
"Cell1175","SeuratProject",1735,317,"Cell1175","Batch2","Group1",2012.22299393119,"2","2"
"Cell1176","SeuratProject",2652,403,"Cell1176","Batch2","Group4",3127.96215434852,"1","1"
"Cell1177","SeuratProject",2851,472,"Cell1177","Batch2","Group2",3377.14687209375,"3","3"
"Cell1178","SeuratProject",2781,434,"Cell1178","Batch2","Group2",3396.50368986893,"3","3"
"Cell1179","SeuratProject",4444,584,"Cell1179","Batch2","Group2",4857.00180494358,"3","3"
"Cell1180","SeuratProject",729,194,"Cell1180","Batch2","Group2",997.178120986743,"3","3"
"Cell1181","SeuratProject",4223,534,"Cell1181","Batch2","Group1",4687.10895108546,"2","2"
"Cell1182","SeuratProject",2840,469,"Cell1182","Batch2","Group3",3354.11805265209,"0","0"
"Cell1183","SeuratProject",2380,385,"Cell1183","Batch2","Group4",2886.87912042383,"1","1"
"Cell1184","SeuratProject",2627,457,"Cell1184","Batch2","Group2",3292.42652813444,"3","3"
"Cell1185","SeuratProject",3074,475,"Cell1185","Batch2","Group2",3558.68453516562,"3","3"
"Cell1186","SeuratProject",4740,615,"Cell1186","Batch2","Group3",5349.90708009726,"0","0"
"Cell1187","SeuratProject",2751,463,"Cell1187","Batch2","Group2",3150.55485478456,"3","3"
"Cell1188","SeuratProject",1960,340,"Cell1188","Batch2","Group1",2257.63515362736,"2","2"
"Cell1189","SeuratProject",1802,344,"Cell1189","Batch2","Group3",2287.45049835709,"0","0"
"Cell1190","SeuratProject",2970,441,"Cell1190","Batch2","Group1",3657.45724786769,"2","2"
"Cell1191","SeuratProject",2543,379,"Cell1191","Batch2","Group1",2712.54959512177,"2","2"
"Cell1192","SeuratProject",4769,612,"Cell1192","Batch2","Group4",5253.92106029692,"1","1"
"Cell1193","SeuratProject",3963,560,"Cell1193","Batch2","Group2",4674.09557684131,"3","3"
"Cell1194","SeuratProject",2173,396,"Cell1194","Batch2","Group4",2759.77947221456,"1","1"
"Cell1195","SeuratProject",3334,498,"Cell1195","Batch2","Group4",3991.55979896933,"1","1"
"Cell1196","SeuratProject",4520,578,"Cell1196","Batch2","Group4",5154.46672431934,"1","1"
"Cell1197","SeuratProject",6160,719,"Cell1197","Batch2","Group4",6865.65925978694,"1","1"
"Cell1198","SeuratProject",3089,490,"Cell1198","Batch2","Group3",3471.21326005904,"0","0"
"Cell1199","SeuratProject",3096,471,"Cell1199","Batch2","Group4",3762.08842889005,"1","1"
"Cell1200","SeuratProject",4458,600,"Cell1200","Batch2","Group4",5040.54475463567,"1","1"
"Cell1201","SeuratProject",4262,549,"Cell1201","Batch2","Group4",4776.89253392383,"1","1"
"Cell1202","SeuratProject",3000,449,"Cell1202","Batch2","Group3",3705.59785410144,"0","0"
"Cell1203","SeuratProject",1640,308,"Cell1203","Batch2","Group3",1962.55191262346,"0","0"
"Cell1204","SeuratProject",4089,567,"Cell1204","Batch2","Group2",5098.20368685708,"3","3"
"Cell1205","SeuratProject",2870,439,"Cell1205","Batch2","Group2",3437.90400658484,"3","3"
"Cell1206","SeuratProject",2906,471,"Cell1206","Batch2","Group1",3501.64370015455,"2","2"
"Cell1207","SeuratProject",3138,475,"Cell1207","Batch2","Group2",3613.94507749425,"3","3"
"Cell1208","SeuratProject",7028,700,"Cell1208","Batch2","Group4",7327.79315220644,"1","1"
"Cell1209","SeuratProject",2163,385,"Cell1209","Batch2","Group3",2760.49337877508,"0","0"
"Cell1210","SeuratProject",3100,493,"Cell1210","Batch2","Group2",3699.31302659712,"3","3"
"Cell1211","SeuratProject",4087,540,"Cell1211","Batch2","Group3",4839.94894132308,"0","0"
"Cell1212","SeuratProject",3559,505,"Cell1212","Batch2","Group1",4297.50329413198,"2","2"
"Cell1213","SeuratProject",2370,370,"Cell1213","Batch2","Group4",2712.55443764517,"1","1"
"Cell1214","SeuratProject",2883,468,"Cell1214","Batch2","Group3",3403.57050988741,"0","0"
"Cell1215","SeuratProject",2873,432,"Cell1215","Batch2","Group1",3341.99399389995,"2","2"
"Cell1216","SeuratProject",3075,490,"Cell1216","Batch2","Group3",3731.9313096353,"0","0"
"Cell1217","SeuratProject",1270,285,"Cell1217","Batch2","Group2",1673.01836427741,"3","3"
"Cell1218","SeuratProject",2099,353,"Cell1218","Batch2","Group4",2461.31052440512,"1","1"
"Cell1219","SeuratProject",2733,412,"Cell1219","Batch2","Group1",3107.93937597117,"2","2"
"Cell1220","SeuratProject",3863,517,"Cell1220","Batch2","Group1",4400.70748979884,"2","2"
"Cell1221","SeuratProject",3267,489,"Cell1221","Batch2","Group3",3720.09895239118,"0","0"
"Cell1222","SeuratProject",2026,370,"Cell1222","Batch2","Group3",2423.47059759497,"0","0"
"Cell1223","SeuratProject",1698,323,"Cell1223","Batch2","Group3",2066.4036207766,"0","0"
"Cell1224","SeuratProject",4567,604,"Cell1224","Batch2","Group3",5413.09950658989,"0","0"
"Cell1225","SeuratProject",4454,562,"Cell1225","Batch2","Group1",5185.41069545828,"2","2"
"Cell1226","SeuratProject",3117,478,"Cell1226","Batch2","Group3",4033.37388892291,"0","0"
"Cell1227","SeuratProject",6652,734,"Cell1227","Batch2","Group4",7675.91752715773,"1","1"
"Cell1228","SeuratProject",4368,586,"Cell1228","Batch2","Group2",4960.36943067509,"3","3"
"Cell1229","SeuratProject",2582,408,"Cell1229","Batch2","Group4",2955.13819287972,"1","1"
"Cell1230","SeuratProject",5337,666,"Cell1230","Batch2","Group2",6285.74961869854,"3","3"
"Cell1231","SeuratProject",2493,435,"Cell1231","Batch2","Group3",3104.21774718076,"0","0"
"Cell1232","SeuratProject",2820,463,"Cell1232","Batch2","Group4",3275.4124110529,"1","1"
"Cell1233","SeuratProject",3217,473,"Cell1233","Batch2","Group1",3538.80615096624,"2","2"
"Cell1234","SeuratProject",2139,399,"Cell1234","Batch2","Group2",2630.36441077795,"3","3"
"Cell1235","SeuratProject",3381,488,"Cell1235","Batch2","Group4",3903.41511602962,"1","1"
"Cell1236","SeuratProject",4830,610,"Cell1236","Batch2","Group4",5352.81262267993,"1","1"
"Cell1237","SeuratProject",4086,562,"Cell1237","Batch2","Group4",4591.35308223705,"2","2"
"Cell1238","SeuratProject",3871,545,"Cell1238","Batch2","Group2",4542.99769851483,"3","3"
"Cell1239","SeuratProject",2404,376,"Cell1239","Batch2","Group1",2710.56473714748,"2","2"
"Cell1240","SeuratProject",2514,419,"Cell1240","Batch2","Group2",3122.97257802375,"3","3"
"Cell1241","SeuratProject",3702,509,"Cell1241","Batch2","Group4",4293.58503213302,"1","1"
"Cell1242","SeuratProject",3423,454,"Cell1242","Batch2","Group4",3915.44443192508,"1","1"
"Cell1243","SeuratProject",6828,731,"Cell1243","Batch2","Group1",7512.55016623239,"2","2"
"Cell1244","SeuratProject",2020,358,"Cell1244","Batch2","Group3",2439.70177214836,"0","0"
"Cell1245","SeuratProject",3155,467,"Cell1245","Batch2","Group2",3664.21450250508,"3","3"
"Cell1246","SeuratProject",3883,494,"Cell1246","Batch2","Group1",4256.97931770963,"2","2"
"Cell1247","SeuratProject",4684,622,"Cell1247","Batch2","Group3",5341.8076763772,"0","0"
"Cell1248","SeuratProject",1741,328,"Cell1248","Batch2","Group3",2188.78568092433,"0","0"
"Cell1249","SeuratProject",3383,485,"Cell1249","Batch2","Group4",3952.78511869089,"1","1"
"Cell1250","SeuratProject",1673,320,"Cell1250","Batch2","Group2",2002.74167237042,"3","3"
"Cell1251","SeuratProject",3704,499,"Cell1251","Batch2","Group4",4179.123156631,"1","1"
"Cell1252","SeuratProject",1598,333,"Cell1252","Batch2","Group2",1991.88462350955,"3","3"
"Cell1253","SeuratProject",5120,668,"Cell1253","Batch2","Group2",5810.262443394,"3","3"
"Cell1254","SeuratProject",2334,362,"Cell1254","Batch2","Group3",2573.69931930541,"0","0"
"Cell1255","SeuratProject",2198,358,"Cell1255","Batch2","Group1",2729.78049244854,"2","2"
"Cell1256","SeuratProject",6850,752,"Cell1256","Batch2","Group4",7661.02124971657,"1","1"
"Cell1257","SeuratProject",2583,414,"Cell1257","Batch2","Group4",2770.73713688623,"1","1"
"Cell1258","SeuratProject",2854,452,"Cell1258","Batch2","Group4",3384.60065788543,"1","1"
"Cell1259","SeuratProject",4328,580,"Cell1259","Batch2","Group3",5142.3919929753,"0","0"
"Cell1260","SeuratProject",1664,315,"Cell1260","Batch2","Group1",2038.43658677954,"2","2"
"Cell1261","SeuratProject",7361,778,"Cell1261","Batch2","Group4",8486.85840849456,"1","1"
"Cell1262","SeuratProject",3553,508,"Cell1262","Batch2","Group3",4204.64812102839,"0","0"
"Cell1263","SeuratProject",2266,396,"Cell1263","Batch2","Group1",2841.72879524177,"2","2"
"Cell1264","SeuratProject",4386,550,"Cell1264","Batch2","Group1",5047.20046341886,"2","2"
"Cell1265","SeuratProject",5260,636,"Cell1265","Batch2","Group4",6130.57625486721,"1","1"
"Cell1266","SeuratProject",2441,403,"Cell1266","Batch2","Group4",2702.71145501421,"1","1"
"Cell1267","SeuratProject",2184,402,"Cell1267","Batch2","Group3",2652.22692132684,"0","0"
"Cell1268","SeuratProject",1208,285,"Cell1268","Batch2","Group3",1596.61438314303,"0","0"
"Cell1269","SeuratProject",1458,301,"Cell1269","Batch2","Group4",1957.3057894617,"1","1"
"Cell1270","SeuratProject",3591,499,"Cell1270","Batch2","Group4",4186.89004907619,"1","1"
"Cell1271","SeuratProject",4595,586,"Cell1271","Batch2","Group3",5424.46517294522,"0","0"
"Cell1272","SeuratProject",1429,302,"Cell1272","Batch2","Group3",1767.16106255584,"0","0"
"Cell1273","SeuratProject",3422,526,"Cell1273","Batch2","Group3",4258.00048709415,"0","0"
"Cell1274","SeuratProject",1849,352,"Cell1274","Batch2","Group4",2340.47661348413,"1","1"
"Cell1275","SeuratProject",2001,376,"Cell1275","Batch2","Group3",2356.14141103546,"0","0"
"Cell1276","SeuratProject",2325,380,"Cell1276","Batch2","Group4",2776.13387485442,"1","1"
"Cell1277","SeuratProject",2534,419,"Cell1277","Batch2","Group2",2983.57931669138,"3","3"
"Cell1278","SeuratProject",2742,427,"Cell1278","Batch2","Group2",3257.2921570304,"3","3"
"Cell1279","SeuratProject",4343,600,"Cell1279","Batch2","Group3",4821.82588725345,"0","0"
"Cell1280","SeuratProject",1441,284,"Cell1280","Batch2","Group3",1905.6992956739,"0","0"
"Cell1281","SeuratProject",2599,407,"Cell1281","Batch2","Group3",2791.00259787817,"0","0"
"Cell1282","SeuratProject",3519,517,"Cell1282","Batch2","Group4",4101.46477858045,"1","1"
"Cell1283","SeuratProject",4314,595,"Cell1283","Batch2","Group4",5237.5615827684,"1","1"
