"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell76","SeuratProject",2395,402,"Cell76","Batch1","Group4",2918.58338159444,"1","1"
"Cell77","SeuratProject",3130,465,"Cell77","Batch1","Group3",3675.89558225031,"3","3"
"Cell78","SeuratProject",2917,489,"Cell78","Batch1","Group2",3436.67160482374,"2","2"
"Cell79","SeuratProject",3140,456,"Cell79","Batch1","Group1",3520.06762949515,"3","3"
"Cell80","SeuratProject",5342,669,"Cell80","Batch1","Group1",6085.76183277422,"3","3"
"Cell81","SeuratProject",5591,713,"Cell81","Batch1","Group1",6692.67219415946,"3","3"
"Cell82","SeuratProject",2014,371,"Cell82","Batch1","Group1",2494.51388273577,"3","3"
"Cell83","SeuratProject",2054,376,"Cell83","Batch1","Group4",2528.26796816702,"1","1"
"Cell84","SeuratProject",3803,516,"Cell84","Batch1","Group3",4529.25081142272,"0","0"
"Cell85","SeuratProject",3890,580,"Cell85","Batch1","Group3",4690.63525520368,"0","0"
"Cell86","SeuratProject",4357,576,"Cell86","Batch1","Group4",5169.73435346558,"1","1"
"Cell87","SeuratProject",1927,333,"Cell87","Batch1","Group4",2288.79311303841,"1","1"
"Cell88","SeuratProject",1770,335,"Cell88","Batch1","Group1",2270.87124129384,"3","3"
"Cell89","SeuratProject",2668,400,"Cell89","Batch1","Group4",3145.40481718896,"1","1"
"Cell90","SeuratProject",4231,572,"Cell90","Batch1","Group2",4930.47421140941,"2","2"
"Cell91","SeuratProject",3151,514,"Cell91","Batch1","Group3",3808.75689927771,"0","0"
"Cell92","SeuratProject",4482,596,"Cell92","Batch1","Group2",4969.25423437143,"2","2"
"Cell93","SeuratProject",8178,831,"Cell93","Batch1","Group4",9243.06831183029,"1","1"
"Cell94","SeuratProject",3604,491,"Cell94","Batch1","Group4",4085.01778118799,"1","1"
"Cell95","SeuratProject",5381,612,"Cell95","Batch1","Group4",5722.72682929732,"0","0"
"Cell96","SeuratProject",5364,693,"Cell96","Batch1","Group3",6294.10172984001,"0","0"
"Cell97","SeuratProject",5917,709,"Cell97","Batch1","Group3",6758.83907708727,"0","0"
"Cell98","SeuratProject",5129,658,"Cell98","Batch1","Group1",5778.0040521036,"3","3"
"Cell99","SeuratProject",4778,584,"Cell99","Batch1","Group1",5209.61671353056,"0","0"
"Cell100","SeuratProject",3719,529,"Cell100","Batch1","Group1",4485.53527035752,"3","3"
"Cell101","SeuratProject",5919,690,"Cell101","Batch1","Group4",6756.16435528652,"1","1"
"Cell102","SeuratProject",2412,401,"Cell102","Batch1","Group1",2709.8389307086,"3","3"
"Cell103","SeuratProject",2811,411,"Cell103","Batch1","Group4",3119.41323752969,"1","1"
"Cell104","SeuratProject",2605,409,"Cell104","Batch1","Group4",3123.45119648577,"1","1"
"Cell105","SeuratProject",3753,527,"Cell105","Batch1","Group1",4396.78557863908,"3","3"
"Cell106","SeuratProject",5031,657,"Cell106","Batch1","Group3",5796.72896912088,"0","0"
"Cell107","SeuratProject",3240,490,"Cell107","Batch1","Group2",3863.31508968741,"2","2"
"Cell108","SeuratProject",3096,495,"Cell108","Batch1","Group1",3715.40783920044,"3","3"
"Cell109","SeuratProject",4023,530,"Cell109","Batch1","Group4",4391.22881487136,"1","1"
"Cell110","SeuratProject",1448,298,"Cell110","Batch1","Group1",1837.25349709952,"3","3"
"Cell111","SeuratProject",2553,385,"Cell111","Batch1","Group4",2850.20066257863,"1","1"
"Cell112","SeuratProject",3480,535,"Cell112","Batch1","Group2",3936.37142515651,"2","2"
"Cell113","SeuratProject",1419,298,"Cell113","Batch1","Group1",1744.52642278295,"3","3"
"Cell114","SeuratProject",1336,294,"Cell114","Batch1","Group2",1693.82595612056,"2","2"
"Cell115","SeuratProject",2450,428,"Cell115","Batch1","Group3",3033.04207263906,"0","0"
"Cell116","SeuratProject",3960,565,"Cell116","Batch1","Group3",4568.99515656732,"0","0"
"Cell117","SeuratProject",2183,407,"Cell117","Batch1","Group3",2706.61423301369,"0","0"
"Cell118","SeuratProject",3910,584,"Cell118","Batch1","Group3",4659.70449414007,"0","0"
"Cell119","SeuratProject",1551,301,"Cell119","Batch1","Group4",1980.11118631386,"1","1"
"Cell120","SeuratProject",3826,534,"Cell120","Batch1","Group1",4689.40576860214,"3","3"
"Cell121","SeuratProject",5609,675,"Cell121","Batch1","Group4",6634.43061118845,"1","1"
"Cell122","SeuratProject",4006,515,"Cell122","Batch1","Group4",4909.89389043128,"1","1"
"Cell123","SeuratProject",2487,406,"Cell123","Batch1","Group4",3186.64750129938,"1","1"
"Cell124","SeuratProject",3480,512,"Cell124","Batch1","Group4",4198.74575072161,"1","1"
"Cell125","SeuratProject",5082,641,"Cell125","Batch1","Group1",5794.54880237281,"3","3"
"Cell126","SeuratProject",2862,456,"Cell126","Batch1","Group4",3327.61307064304,"1","1"
"Cell127","SeuratProject",7136,798,"Cell127","Batch1","Group3",8042.24842237151,"0","0"
"Cell128","SeuratProject",2627,417,"Cell128","Batch1","Group1",3157.83083728156,"3","3"
"Cell129","SeuratProject",5315,689,"Cell129","Batch1","Group3",6221.61067968756,"0","0"
"Cell130","SeuratProject",2432,366,"Cell130","Batch1","Group4",2876.4923581688,"1","1"
"Cell131","SeuratProject",3274,467,"Cell131","Batch1","Group4",3715.4406382855,"1","1"
"Cell132","SeuratProject",1517,315,"Cell132","Batch1","Group1",1849.91413807156,"3","3"
"Cell133","SeuratProject",6928,766,"Cell133","Batch1","Group1",8160.49638085684,"3","3"
"Cell134","SeuratProject",2210,391,"Cell134","Batch1","Group3",2778.94407442458,"0","0"
"Cell135","SeuratProject",3692,538,"Cell135","Batch1","Group3",4167.87757333164,"2","2"
"Cell136","SeuratProject",4778,641,"Cell136","Batch1","Group2",5331.20546662615,"2","2"
"Cell137","SeuratProject",3650,488,"Cell137","Batch1","Group4",4213.51476839463,"1","1"
"Cell138","SeuratProject",2441,403,"Cell138","Batch1","Group2",2882.58811277297,"3","3"
"Cell139","SeuratProject",1725,321,"Cell139","Batch1","Group3",2110.94775741169,"0","0"
"Cell140","SeuratProject",2570,399,"Cell140","Batch1","Group4",2789.10489453387,"1","1"
"Cell141","SeuratProject",3339,483,"Cell141","Batch1","Group2",3754.38240625009,"2","2"
"Cell142","SeuratProject",3090,478,"Cell142","Batch1","Group3",3693.24035888503,"0","0"
"Cell143","SeuratProject",2342,392,"Cell143","Batch1","Group2",2861.85072418869,"2","2"
"Cell144","SeuratProject",3500,518,"Cell144","Batch1","Group1",4204.90529677589,"3","3"
"Cell145","SeuratProject",1298,300,"Cell145","Batch1","Group2",1513.4610562759,"2","2"
"Cell146","SeuratProject",2225,382,"Cell146","Batch1","Group2",2672.31562501984,"2","2"
"Cell147","SeuratProject",1763,341,"Cell147","Batch1","Group3",2040.40781353148,"0","0"
"Cell148","SeuratProject",3286,489,"Cell148","Batch1","Group2",3814.54984248565,"2","2"
"Cell149","SeuratProject",2709,453,"Cell149","Batch1","Group3",3323.19856810101,"0","0"
"Cell150","SeuratProject",3934,590,"Cell150","Batch1","Group3",4611.0125368894,"0","0"
"Cell151","SeuratProject",4209,581,"Cell151","Batch1","Group1",5033.18562891568,"3","3"
"Cell152","SeuratProject",3985,571,"Cell152","Batch1","Group1",4679.66689236994,"3","3"
"Cell153","SeuratProject",3341,483,"Cell153","Batch1","Group4",3997.68396357561,"1","1"
"Cell154","SeuratProject",1120,242,"Cell154","Batch1","Group1",1462.91741503005,"3","3"
"Cell155","SeuratProject",6129,714,"Cell155","Batch1","Group4",7430.05935435342,"1","1"
"Cell156","SeuratProject",2838,467,"Cell156","Batch1","Group2",3253.06680241814,"2","2"
"Cell157","SeuratProject",2953,443,"Cell157","Batch1","Group4",3400.36368204356,"1","1"
"Cell158","SeuratProject",1755,312,"Cell158","Batch1","Group3",2190.36222162317,"0","0"
"Cell159","SeuratProject",2577,394,"Cell159","Batch1","Group4",2843.47037158831,"1","1"
"Cell160","SeuratProject",2803,440,"Cell160","Batch1","Group2",3120.68573714373,"2","2"
"Cell161","SeuratProject",2068,382,"Cell161","Batch1","Group1",2575.62765480895,"3","3"
"Cell162","SeuratProject",3599,478,"Cell162","Batch1","Group4",4068.68395192972,"1","1"
"Cell163","SeuratProject",2691,442,"Cell163","Batch1","Group3",3155.8569868295,"0","0"
"Cell164","SeuratProject",3687,493,"Cell164","Batch1","Group4",4291.96971476312,"1","1"
"Cell165","SeuratProject",7067,793,"Cell165","Batch1","Group3",7628.52021417261,"0","0"
"Cell166","SeuratProject",1663,336,"Cell166","Batch1","Group1",2124.89251425002,"0","0"
"Cell167","SeuratProject",5633,650,"Cell167","Batch1","Group4",6410.80276358403,"1","1"
"Cell168","SeuratProject",3932,503,"Cell168","Batch1","Group1",4693.51398164906,"3","3"
"Cell169","SeuratProject",1583,284,"Cell169","Batch1","Group4",1943.04100898221,"0","0"
"Cell170","SeuratProject",4173,582,"Cell170","Batch1","Group2",4814.19325001762,"2","2"
"Cell171","SeuratProject",1211,257,"Cell171","Batch1","Group3",1434.86740859858,"0","0"
"Cell172","SeuratProject",2342,391,"Cell172","Batch1","Group1",2715.58877215354,"3","3"
"Cell173","SeuratProject",3701,567,"Cell173","Batch1","Group2",4437.55048360531,"2","2"
"Cell174","SeuratProject",3155,453,"Cell174","Batch1","Group1",3580.77729309414,"3","3"
"Cell175","SeuratProject",5534,628,"Cell175","Batch1","Group4",6414.62548297489,"1","1"
"Cell176","SeuratProject",1714,311,"Cell176","Batch1","Group4",1988.84074294017,"1","1"
"Cell177","SeuratProject",3252,493,"Cell177","Batch1","Group2",3876.71387471571,"2","2"
"Cell178","SeuratProject",1524,300,"Cell178","Batch1","Group4",1955.3748280904,"1","1"
"Cell179","SeuratProject",2463,411,"Cell179","Batch1","Group1",2888.20525394508,"3","3"
"Cell180","SeuratProject",3148,472,"Cell180","Batch1","Group4",3744.49404436384,"1","1"
"Cell181","SeuratProject",4578,609,"Cell181","Batch1","Group2",5316.63414535985,"2","2"
"Cell182","SeuratProject",5322,653,"Cell182","Batch1","Group3",6144.36099721073,"0","0"
"Cell183","SeuratProject",3971,555,"Cell183","Batch1","Group2",4549.93624244014,"2","2"
"Cell184","SeuratProject",3477,510,"Cell184","Batch1","Group2",3906.48541961783,"2","2"
"Cell185","SeuratProject",2749,446,"Cell185","Batch1","Group2",3154.84891619247,"2","2"
"Cell186","SeuratProject",1952,360,"Cell186","Batch1","Group1",2376.71702401857,"3","3"
"Cell187","SeuratProject",5864,710,"Cell187","Batch1","Group2",6619.78598743836,"2","2"
"Cell188","SeuratProject",2197,387,"Cell188","Batch1","Group2",2656.85503463436,"2","2"
"Cell189","SeuratProject",2488,452,"Cell189","Batch1","Group2",3057.1962876802,"2","2"
"Cell190","SeuratProject",3560,521,"Cell190","Batch1","Group3",4247.24001690932,"0","0"
"Cell191","SeuratProject",4420,637,"Cell191","Batch1","Group3",5271.40122443573,"0","0"
"Cell192","SeuratProject",1567,311,"Cell192","Batch1","Group1",1986.5652803094,"3","3"
"Cell193","SeuratProject",6542,783,"Cell193","Batch1","Group2",7518.85996333008,"2","2"
"Cell194","SeuratProject",1426,301,"Cell194","Batch1","Group3",1746.00309428349,"0","0"
"Cell195","SeuratProject",3834,494,"Cell195","Batch1","Group4",4297.12922332847,"3","3"
"Cell196","SeuratProject",3333,517,"Cell196","Batch1","Group3",4039.15051933876,"0","0"
"Cell197","SeuratProject",3398,504,"Cell197","Batch1","Group3",4195.70756016861,"0","0"
"Cell198","SeuratProject",3396,522,"Cell198","Batch1","Group4",4168.868335817,"0","0"
"Cell199","SeuratProject",4989,582,"Cell199","Batch1","Group4",5504.60974551474,"1","1"
"Cell200","SeuratProject",4299,573,"Cell200","Batch1","Group2",4996.34757782258,"2","2"
"Cell201","SeuratProject",2191,379,"Cell201","Batch1","Group1",2694.86951052916,"3","3"
"Cell202","SeuratProject",3701,532,"Cell202","Batch1","Group3",4358.77313714512,"0","0"
"Cell203","SeuratProject",3826,521,"Cell203","Batch1","Group2",4196.9510572224,"2","2"
"Cell204","SeuratProject",5221,674,"Cell204","Batch1","Group3",6380.47410850791,"0","0"
"Cell205","SeuratProject",5086,653,"Cell205","Batch1","Group3",5986.39701406226,"0","0"
"Cell206","SeuratProject",3984,576,"Cell206","Batch1","Group2",4713.17752247505,"2","2"
"Cell207","SeuratProject",3497,495,"Cell207","Batch1","Group1",3991.39280525171,"3","3"
"Cell208","SeuratProject",1575,320,"Cell208","Batch1","Group3",1772.38683264873,"0","0"
"Cell209","SeuratProject",3280,480,"Cell209","Batch1","Group1",3510.33674320861,"3","3"
"Cell210","SeuratProject",5028,638,"Cell210","Batch1","Group1",5711.86093128791,"3","3"
"Cell211","SeuratProject",2068,374,"Cell211","Batch1","Group2",2536.05307434657,"2","2"
"Cell212","SeuratProject",1734,344,"Cell212","Batch1","Group2",2245.71112965163,"2","2"
"Cell213","SeuratProject",6582,751,"Cell213","Batch1","Group4",7824.23777384879,"0","0"
"Cell214","SeuratProject",3509,481,"Cell214","Batch1","Group4",3968.86192061619,"1","1"
"Cell215","SeuratProject",2645,404,"Cell215","Batch1","Group4",2979.26543528555,"1","1"
"Cell216","SeuratProject",1579,329,"Cell216","Batch1","Group2",1928.79861088463,"2","2"
"Cell217","SeuratProject",3362,461,"Cell217","Batch1","Group1",3697.79940664704,"3","3"
"Cell218","SeuratProject",1418,337,"Cell218","Batch1","Group3",1934.95451704189,"0","0"
"Cell219","SeuratProject",2728,426,"Cell219","Batch1","Group2",3293.55910021062,"2","2"
"Cell220","SeuratProject",3149,484,"Cell220","Batch1","Group3",3720.01940654612,"0","0"
"Cell221","SeuratProject",5034,647,"Cell221","Batch1","Group2",5783.09714920953,"2","2"
"Cell222","SeuratProject",4451,560,"Cell222","Batch1","Group4",5042.7749731194,"1","1"
"Cell223","SeuratProject",3457,498,"Cell223","Batch1","Group1",4037.18148137184,"3","3"
"Cell224","SeuratProject",2076,386,"Cell224","Batch1","Group2",2744.01989522597,"2","2"
"Cell225","SeuratProject",4408,552,"Cell225","Batch1","Group3",4810.8617902393,"0","0"
"Cell226","SeuratProject",2547,422,"Cell226","Batch1","Group1",3056.76394517698,"3","3"
"Cell227","SeuratProject",4466,619,"Cell227","Batch1","Group3",5489.26287169868,"0","0"
"Cell228","SeuratProject",1560,318,"Cell228","Batch1","Group4",1999.16973548655,"1","1"
"Cell229","SeuratProject",3388,490,"Cell229","Batch1","Group4",4339.78749418942,"1","1"
"Cell230","SeuratProject",1178,269,"Cell230","Batch1","Group2",1546.6391787803,"2","2"
"Cell231","SeuratProject",1192,283,"Cell231","Batch1","Group3",1471.02920987643,"0","0"
"Cell232","SeuratProject",3134,479,"Cell232","Batch1","Group1",3660.03792242518,"3","3"
"Cell233","SeuratProject",1161,262,"Cell233","Batch1","Group1",1455.80001268508,"3","3"
"Cell234","SeuratProject",4984,633,"Cell234","Batch1","Group2",5422.82896709265,"2","2"
"Cell235","SeuratProject",6488,722,"Cell235","Batch1","Group4",7081.3903270937,"1","1"
"Cell236","SeuratProject",3864,566,"Cell236","Batch1","Group2",4408.51729108259,"2","2"
"Cell237","SeuratProject",1625,315,"Cell237","Batch1","Group1",1997.86170448408,"3","3"
"Cell238","SeuratProject",2941,446,"Cell238","Batch1","Group1",3183.036655933,"3","3"
"Cell239","SeuratProject",2389,395,"Cell239","Batch1","Group4",2646.85488823497,"1","1"
"Cell240","SeuratProject",3688,522,"Cell240","Batch1","Group4",4441.50137045343,"1","1"
"Cell241","SeuratProject",3844,527,"Cell241","Batch1","Group1",4376.59100132025,"3","3"
"Cell242","SeuratProject",3161,486,"Cell242","Batch1","Group3",3673.21216868175,"0","0"
"Cell243","SeuratProject",3159,459,"Cell243","Batch1","Group1",3245.03329837981,"3","3"
"Cell244","SeuratProject",1504,295,"Cell244","Batch1","Group4",1888.3802182188,"1","1"
"Cell245","SeuratProject",2890,480,"Cell245","Batch1","Group3",3252.85248382875,"0","0"
"Cell246","SeuratProject",2600,426,"Cell246","Batch1","Group4",3252.0575736885,"1","1"
"Cell247","SeuratProject",1299,268,"Cell247","Batch1","Group2",1582.84645585389,"1","1"
"Cell248","SeuratProject",2419,405,"Cell248","Batch1","Group3",2764.85280908563,"0","0"
"Cell249","SeuratProject",1819,367,"Cell249","Batch1","Group3",2315.4608104218,"0","0"
"Cell250","SeuratProject",2013,373,"Cell250","Batch1","Group2",2457.40247264185,"2","2"
"Cell251","SeuratProject",2472,417,"Cell251","Batch1","Group1",2911.05518694891,"3","3"
"Cell252","SeuratProject",3203,461,"Cell252","Batch1","Group4",3494.40857695406,"1","1"
"Cell253","SeuratProject",3063,467,"Cell253","Batch1","Group3",3531.72905153781,"0","0"
"Cell254","SeuratProject",2745,429,"Cell254","Batch1","Group4",3379.66487480293,"1","1"
"Cell255","SeuratProject",3030,475,"Cell255","Batch1","Group1",3564.27553736518,"3","3"
"Cell256","SeuratProject",2294,399,"Cell256","Batch1","Group4",2752.28566414266,"1","1"
"Cell257","SeuratProject",1020,257,"Cell257","Batch1","Group2",1298.76947211457,"2","2"
"Cell258","SeuratProject",2801,440,"Cell258","Batch1","Group4",3297.05743298366,"1","1"
"Cell259","SeuratProject",5779,692,"Cell259","Batch1","Group3",6845.89497365702,"0","0"
"Cell260","SeuratProject",1962,391,"Cell260","Batch1","Group2",2287.29925743258,"2","2"
"Cell261","SeuratProject",2821,437,"Cell261","Batch1","Group3",3398.10438318224,"0","0"
"Cell262","SeuratProject",2565,448,"Cell262","Batch1","Group3",3091.39293646458,"0","0"
"Cell263","SeuratProject",4207,530,"Cell263","Batch1","Group4",4538.09320522131,"1","1"
"Cell264","SeuratProject",3099,496,"Cell264","Batch1","Group2",3673.63961748939,"2","2"
"Cell265","SeuratProject",3681,549,"Cell265","Batch1","Group3",4539.07731402946,"0","0"
"Cell266","SeuratProject",2076,378,"Cell266","Batch1","Group1",2558.62086848693,"3","3"
"Cell267","SeuratProject",956,231,"Cell267","Batch1","Group4",1316.913401382,"1","1"
"Cell268","SeuratProject",1425,275,"Cell268","Batch1","Group4",1697.5140112258,"1","1"
"Cell269","SeuratProject",2376,416,"Cell269","Batch1","Group2",2814.68633207784,"2","2"
"Cell270","SeuratProject",2520,407,"Cell270","Batch1","Group1",3164.20136426475,"3","3"
"Cell271","SeuratProject",5509,697,"Cell271","Batch1","Group1",6278.38681426597,"3","3"
"Cell272","SeuratProject",1277,284,"Cell272","Batch1","Group2",1501.46830132328,"2","2"
"Cell273","SeuratProject",2751,431,"Cell273","Batch1","Group2",3107.96219975089,"2","2"
"Cell274","SeuratProject",1907,380,"Cell274","Batch1","Group1",2415.11667900023,"3","3"
"Cell275","SeuratProject",1988,371,"Cell275","Batch1","Group1",2561.89172204329,"3","3"
"Cell276","SeuratProject",3014,477,"Cell276","Batch1","Group1",3862.68696765253,"3","3"
"Cell277","SeuratProject",3997,582,"Cell277","Batch1","Group2",4676.6850549461,"2","2"
"Cell278","SeuratProject",4513,582,"Cell278","Batch1","Group1",5148.28066999153,"3","3"
"Cell279","SeuratProject",2306,374,"Cell279","Batch1","Group1",2737.40108722,"3","3"
"Cell280","SeuratProject",3237,493,"Cell280","Batch1","Group1",4109.06733014083,"3","3"
"Cell281","SeuratProject",1486,323,"Cell281","Batch1","Group2",1861.19392267323,"2","2"
"Cell282","SeuratProject",4124,561,"Cell282","Batch1","Group2",5046.81366516182,"2","2"
"Cell283","SeuratProject",2720,445,"Cell283","Batch1","Group2",3064.81803031895,"2","2"
"Cell284","SeuratProject",4797,624,"Cell284","Batch1","Group1",5527.06094872336,"3","3"
"Cell285","SeuratProject",5663,682,"Cell285","Batch1","Group1",6519.21985951914,"2","2"
"Cell286","SeuratProject",3231,454,"Cell286","Batch1","Group4",3694.50031132804,"3","3"
"Cell287","SeuratProject",4617,633,"Cell287","Batch1","Group2",5368.65422558983,"2","2"
"Cell288","SeuratProject",3876,566,"Cell288","Batch1","Group2",4594.64341420476,"2","2"
"Cell289","SeuratProject",2000,382,"Cell289","Batch1","Group2",2512.95520102097,"2","2"
"Cell290","SeuratProject",3544,521,"Cell290","Batch1","Group1",4335.04852933291,"3","3"
"Cell291","SeuratProject",3036,477,"Cell291","Batch1","Group1",3548.68095538371,"3","3"
"Cell292","SeuratProject",3700,514,"Cell292","Batch1","Group1",4441.71766480357,"0","0"
"Cell293","SeuratProject",3360,531,"Cell293","Batch1","Group3",4047.05116788496,"0","0"
"Cell294","SeuratProject",2281,413,"Cell294","Batch1","Group3",2937.40359653538,"0","0"
"Cell295","SeuratProject",3725,531,"Cell295","Batch1","Group2",4338.01126797774,"2","2"
