"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell1046","SeuratProject",51023,7553,"Cell1046","Batch2","Group1",50751.6985967732,"0","0"
"Cell1047","SeuratProject",62774,8410,"Cell1047","Batch2","Group1",62445.4074674474,"0","0"
"Cell1048","SeuratProject",59749,8217,"Cell1048","Batch2","Group1",59391.4952338516,"0","0"
"Cell1049","SeuratProject",45929,7260,"Cell1049","Batch2","Group2",46197.2188157806,"2","2"
"Cell1050","SeuratProject",68565,8706,"Cell1050","Batch2","Group1",68860.9737973371,"0","0"
"Cell1051","SeuratProject",53233,7849,"Cell1051","Batch2","Group3",53358.2295010629,"1","1"
"Cell1052","SeuratProject",67092,8619,"Cell1052","Batch2","Group1",67071.2058802552,"0","0"
"Cell1053","SeuratProject",56336,7947,"Cell1053","Batch2","Group1",55657.3591940701,"0","0"
"Cell1054","SeuratProject",68972,8795,"Cell1054","Batch2","Group1",69859.2874938214,"0","0"
"Cell1055","SeuratProject",62245,8352,"Cell1055","Batch2","Group2",61697.3468316225,"2","2"
"Cell1056","SeuratProject",48154,7346,"Cell1056","Batch2","Group3",47886.8118027441,"1","1"
"Cell1057","SeuratProject",65679,8514,"Cell1057","Batch2","Group2",65369.2747892916,"2","2"
"Cell1058","SeuratProject",56857,8005,"Cell1058","Batch2","Group1",57170.1903571111,"0","0"
"Cell1059","SeuratProject",84056,9456,"Cell1059","Batch2","Group1",83619.8172593899,"0","0"
"Cell1060","SeuratProject",59613,8141,"Cell1060","Batch2","Group1",59773.6096066262,"0","0"
"Cell1061","SeuratProject",63507,8337,"Cell1061","Batch2","Group3",63612.9500098254,"1","1"
"Cell1062","SeuratProject",62261,8361,"Cell1062","Batch2","Group4",62178.4440100619,"3","3"
"Cell1063","SeuratProject",75302,9028,"Cell1063","Batch2","Group4",75793.3231941407,"3","3"
"Cell1064","SeuratProject",58853,8172,"Cell1064","Batch2","Group1",58863.4675297667,"0","0"
"Cell1065","SeuratProject",55973,7944,"Cell1065","Batch2","Group3",56107.3899379966,"1","1"
"Cell1066","SeuratProject",50397,7455,"Cell1066","Batch2","Group2",50267.2651305612,"2","2"
"Cell1067","SeuratProject",53300,7768,"Cell1067","Batch2","Group1",53226.9344769896,"0","0"
"Cell1068","SeuratProject",51038,7648,"Cell1068","Batch2","Group1",51550.020726158,"0","0"
"Cell1069","SeuratProject",53296,7706,"Cell1069","Batch2","Group4",53567.3271027387,"3","3"
"Cell1070","SeuratProject",65762,8626,"Cell1070","Batch2","Group3",66545.3675874595,"1","1"
"Cell1071","SeuratProject",43229,6902,"Cell1071","Batch2","Group1",42927.5567957373,"0","0"
"Cell1072","SeuratProject",47411,7254,"Cell1072","Batch2","Group1",47585.4196255768,"0","0"
"Cell1073","SeuratProject",79421,9163,"Cell1073","Batch2","Group2",79901.0629177606,"2","2"
"Cell1074","SeuratProject",51323,7595,"Cell1074","Batch2","Group1",50506.4293784504,"0","0"
"Cell1075","SeuratProject",53053,7713,"Cell1075","Batch2","Group3",53304.737038629,"1","1"
"Cell1076","SeuratProject",57747,8131,"Cell1076","Batch2","Group1",57947.0229425268,"0","0"
"Cell1077","SeuratProject",66828,8609,"Cell1077","Batch2","Group1",67082.0247316461,"0","0"
"Cell1078","SeuratProject",86807,9606,"Cell1078","Batch2","Group1",86407.5161425259,"0","0"
"Cell1079","SeuratProject",66450,8574,"Cell1079","Batch2","Group4",66509.8620176115,"3","3"
"Cell1080","SeuratProject",43898,7095,"Cell1080","Batch2","Group1",44227.9816849524,"0","0"
"Cell1081","SeuratProject",84956,9463,"Cell1081","Batch2","Group3",85348.3376327091,"1","1"
"Cell1082","SeuratProject",59740,8163,"Cell1082","Batch2","Group1",59817.3872071597,"0","0"
"Cell1083","SeuratProject",57103,8032,"Cell1083","Batch2","Group2",56556.2897128962,"2","2"
"Cell1084","SeuratProject",79471,9261,"Cell1084","Batch2","Group3",79263.2197924536,"1","1"
"Cell1085","SeuratProject",45896,7275,"Cell1085","Batch2","Group1",46513.6936851056,"0","0"
"Cell1086","SeuratProject",74306,8997,"Cell1086","Batch2","Group4",74517.4067036898,"3","3"
"Cell1087","SeuratProject",81439,9384,"Cell1087","Batch2","Group3",81352.7679342894,"1","1"
"Cell1088","SeuratProject",81746,9384,"Cell1088","Batch2","Group2",81156.5453895064,"2","2"
"Cell1089","SeuratProject",78462,9209,"Cell1089","Batch2","Group2",79032.6179024043,"2","2"
"Cell1090","SeuratProject",49146,7470,"Cell1090","Batch2","Group2",49044.0903550631,"2","2"
"Cell1091","SeuratProject",68216,8713,"Cell1091","Batch2","Group1",67846.7897782941,"0","0"
"Cell1092","SeuratProject",39986,6759,"Cell1092","Batch2","Group4",40385.0761279396,"3","3"
"Cell1093","SeuratProject",60149,8180,"Cell1093","Batch2","Group4",60405.114395693,"3","3"
"Cell1094","SeuratProject",65239,8515,"Cell1094","Batch2","Group1",65374.3025917445,"0","0"
"Cell1095","SeuratProject",72223,8883,"Cell1095","Batch2","Group1",71999.3025332921,"0","0"
"Cell1096","SeuratProject",62856,8412,"Cell1096","Batch2","Group4",62664.2591402066,"3","3"
"Cell1097","SeuratProject",64206,8519,"Cell1097","Batch2","Group4",63933.6173838966,"3","3"
"Cell1098","SeuratProject",58910,8109,"Cell1098","Batch2","Group3",58994.2000853441,"1","1"
"Cell1099","SeuratProject",71496,8912,"Cell1099","Batch2","Group1",71286.8761338538,"0","0"
"Cell1100","SeuratProject",46234,7222,"Cell1100","Batch2","Group1",46064.3378659333,"0","0"
"Cell1101","SeuratProject",78798,9240,"Cell1101","Batch2","Group1",78055.9131321151,"0","0"
"Cell1102","SeuratProject",39830,6748,"Cell1102","Batch2","Group1",39963.0351820593,"0","0"
"Cell1103","SeuratProject",72469,8923,"Cell1103","Batch2","Group3",72212.6654406421,"1","1"
"Cell1104","SeuratProject",38866,6623,"Cell1104","Batch2","Group1",38779.4816713421,"0","0"
"Cell1105","SeuratProject",41410,6837,"Cell1105","Batch2","Group1",41915.0743414616,"0","0"
"Cell1106","SeuratProject",67294,8619,"Cell1106","Batch2","Group3",67435.8835864839,"1","1"
"Cell1107","SeuratProject",59195,8163,"Cell1107","Batch2","Group2",59718.2107107001,"2","2"
"Cell1108","SeuratProject",62963,8397,"Cell1108","Batch2","Group3",63342.2155611264,"1","1"
"Cell1109","SeuratProject",67510,8665,"Cell1109","Batch2","Group2",68491.6891575034,"2","2"
"Cell1110","SeuratProject",43405,7027,"Cell1110","Batch2","Group1",43934.8645598603,"0","0"
"Cell1111","SeuratProject",94292,9926,"Cell1111","Batch2","Group1",95578.8479028946,"0","0"
"Cell1112","SeuratProject",62536,8335,"Cell1112","Batch2","Group1",63260.9830438659,"0","0"
"Cell1113","SeuratProject",68362,8646,"Cell1113","Batch2","Group2",68392.1339003781,"2","2"
"Cell1114","SeuratProject",54284,7756,"Cell1114","Batch2","Group2",54703.6459250278,"2","2"
"Cell1115","SeuratProject",56563,7957,"Cell1115","Batch2","Group1",56748.8110142325,"0","0"
"Cell1116","SeuratProject",59206,8125,"Cell1116","Batch2","Group4",58920.8201009643,"3","3"
"Cell1117","SeuratProject",32823,6011,"Cell1117","Batch2","Group1",32727.7229178066,"0","0"
"Cell1118","SeuratProject",61057,8229,"Cell1118","Batch2","Group4",61580.5698703883,"3","3"
"Cell1119","SeuratProject",83708,9493,"Cell1119","Batch2","Group1",83803.124081957,"0","0"
"Cell1120","SeuratProject",53715,7729,"Cell1120","Batch2","Group3",53559.4236863178,"1","1"
"Cell1121","SeuratProject",78772,9290,"Cell1121","Batch2","Group1",78609.5457928913,"0","0"
"Cell1122","SeuratProject",64074,8481,"Cell1122","Batch2","Group1",64998.4315736669,"0","0"
"Cell1123","SeuratProject",70348,8734,"Cell1123","Batch2","Group4",70156.9698467094,"3","3"
"Cell1124","SeuratProject",49833,7466,"Cell1124","Batch2","Group2",50216.5758534075,"2","2"
"Cell1125","SeuratProject",57087,7958,"Cell1125","Batch2","Group2",56722.858416917,"2","2"
"Cell1126","SeuratProject",51822,7594,"Cell1126","Batch2","Group1",51629.0280063022,"0","0"
"Cell1127","SeuratProject",56217,7922,"Cell1127","Batch2","Group3",56160.5147770164,"1","1"
"Cell1128","SeuratProject",61761,8215,"Cell1128","Batch2","Group4",61636.083431483,"3","3"
"Cell1129","SeuratProject",68968,8728,"Cell1129","Batch2","Group2",70310.0369267265,"2","2"
"Cell1130","SeuratProject",64398,8519,"Cell1130","Batch2","Group3",64044.782340043,"1","1"
"Cell1131","SeuratProject",65276,8459,"Cell1131","Batch2","Group1",64650.0951850578,"0","0"
"Cell1132","SeuratProject",61837,8281,"Cell1132","Batch2","Group1",61370.3670919877,"0","0"
"Cell1133","SeuratProject",44161,7049,"Cell1133","Batch2","Group3",43962.9681626058,"1","1"
"Cell1134","SeuratProject",53498,7808,"Cell1134","Batch2","Group2",53268.0252242246,"2","2"
"Cell1135","SeuratProject",48485,7351,"Cell1135","Batch2","Group3",48226.1512971134,"1","1"
"Cell1136","SeuratProject",56069,7951,"Cell1136","Batch2","Group2",55651.6423474703,"2","2"
"Cell1137","SeuratProject",59500,8182,"Cell1137","Batch2","Group1",59260.9043066345,"0","0"
"Cell1138","SeuratProject",50047,7531,"Cell1138","Batch2","Group1",50170.4406400651,"0","0"
"Cell1139","SeuratProject",50857,7567,"Cell1139","Batch2","Group4",50708.007459803,"3","3"
"Cell1140","SeuratProject",47741,7371,"Cell1140","Batch2","Group1",48346.6022962696,"0","0"
"Cell1141","SeuratProject",86944,9561,"Cell1141","Batch2","Group1",87754.041952906,"0","0"
"Cell1142","SeuratProject",72080,8780,"Cell1142","Batch2","Group1",71951.3588924477,"0","0"
"Cell1143","SeuratProject",55533,7883,"Cell1143","Batch2","Group1",55433.384220151,"0","0"
"Cell1144","SeuratProject",63055,8268,"Cell1144","Batch2","Group3",62615.243146581,"1","1"
"Cell1145","SeuratProject",64476,8447,"Cell1145","Batch2","Group1",64750.8415928989,"0","0"
"Cell1146","SeuratProject",44825,7030,"Cell1146","Batch2","Group1",44392.2111645075,"0","0"
"Cell1147","SeuratProject",54234,7800,"Cell1147","Batch2","Group2",54579.127393257,"2","2"
"Cell1148","SeuratProject",76676,9056,"Cell1148","Batch2","Group3",76219.6370042863,"1","1"
"Cell1149","SeuratProject",34991,6295,"Cell1149","Batch2","Group1",34837.6608060925,"0","0"
"Cell1150","SeuratProject",57865,8023,"Cell1150","Batch2","Group1",57904.5420704535,"0","0"
"Cell1151","SeuratProject",50670,7641,"Cell1151","Batch2","Group1",51177.8338181452,"0","0"
"Cell1152","SeuratProject",48484,7396,"Cell1152","Batch2","Group4",48494.5557210025,"3","3"
"Cell1153","SeuratProject",46993,7309,"Cell1153","Batch2","Group1",46813.7269475589,"0","0"
"Cell1154","SeuratProject",61570,8319,"Cell1154","Batch2","Group4",61518.1395782166,"3","3"
"Cell1155","SeuratProject",67000,8612,"Cell1155","Batch2","Group2",67097.4409322906,"2","2"
"Cell1156","SeuratProject",81786,9417,"Cell1156","Batch2","Group3",81805.6974820328,"1","1"
"Cell1157","SeuratProject",62823,8323,"Cell1157","Batch2","Group1",62863.9012245744,"0","0"
"Cell1158","SeuratProject",50102,7458,"Cell1158","Batch2","Group1",50190.168324313,"0","0"
"Cell1159","SeuratProject",70919,8892,"Cell1159","Batch2","Group1",71638.7657665317,"0","0"
"Cell1160","SeuratProject",68146,8598,"Cell1160","Batch2","Group1",66213.2457559864,"0","0"
"Cell1161","SeuratProject",76902,9151,"Cell1161","Batch2","Group3",76900.0645336066,"1","1"
"Cell1162","SeuratProject",40620,6776,"Cell1162","Batch2","Group1",40469.2883450111,"0","0"
"Cell1163","SeuratProject",67323,8675,"Cell1163","Batch2","Group1",66355.3117890336,"0","0"
"Cell1164","SeuratProject",66746,8570,"Cell1164","Batch2","Group3",67224.7863191781,"1","1"
"Cell1165","SeuratProject",52290,7646,"Cell1165","Batch2","Group2",52593.3380217855,"2","2"
"Cell1166","SeuratProject",72908,8992,"Cell1166","Batch2","Group2",73756.8195465344,"2","2"
"Cell1167","SeuratProject",46547,7284,"Cell1167","Batch2","Group3",47193.425324371,"1","1"
"Cell1168","SeuratProject",54817,7823,"Cell1168","Batch2","Group2",55258.2249724382,"2","2"
"Cell1169","SeuratProject",45094,7193,"Cell1169","Batch2","Group1",44762.7832498747,"0","0"
"Cell1170","SeuratProject",74818,9047,"Cell1170","Batch2","Group2",74593.9713761421,"2","2"
"Cell1171","SeuratProject",52986,7644,"Cell1171","Batch2","Group1",52929.7218121028,"0","0"
"Cell1172","SeuratProject",60850,8210,"Cell1172","Batch2","Group1",60849.3345263284,"0","0"
"Cell1173","SeuratProject",73531,9035,"Cell1173","Batch2","Group1",73408.2637519028,"0","0"
"Cell1174","SeuratProject",47975,7349,"Cell1174","Batch2","Group1",47453.5889157037,"0","0"
"Cell1175","SeuratProject",56602,7987,"Cell1175","Batch2","Group4",56529.3823565111,"3","3"
"Cell1176","SeuratProject",76488,9000,"Cell1176","Batch2","Group2",75176.1428833003,"2","2"
"Cell1177","SeuratProject",42892,6990,"Cell1177","Batch2","Group1",43198.7367169904,"0","0"
"Cell1178","SeuratProject",100944,10234,"Cell1178","Batch2","Group3",101182.4643532,"1","1"
"Cell1179","SeuratProject",112768,10609,"Cell1179","Batch2","Group1",111882.643502469,"0","0"
"Cell1180","SeuratProject",72922,8858,"Cell1180","Batch2","Group4",72952.4829723988,"3","3"
"Cell1181","SeuratProject",65289,8480,"Cell1181","Batch2","Group1",64750.0242384777,"0","0"
"Cell1182","SeuratProject",53409,7773,"Cell1182","Batch2","Group2",53648.4304412009,"2","2"
"Cell1183","SeuratProject",41933,6859,"Cell1183","Batch2","Group2",41839.487596997,"2","2"
"Cell1184","SeuratProject",63850,8415,"Cell1184","Batch2","Group4",63166.6301495494,"3","3"
"Cell1185","SeuratProject",52200,7651,"Cell1185","Batch2","Group1",51656.1888882275,"0","0"
"Cell1186","SeuratProject",40481,6755,"Cell1186","Batch2","Group1",40891.1050507416,"0","0"
"Cell1187","SeuratProject",68955,8673,"Cell1187","Batch2","Group2",68749.1820092742,"2","2"
"Cell1188","SeuratProject",67981,8645,"Cell1188","Batch2","Group1",67385.158901898,"0","0"
"Cell1189","SeuratProject",55628,7817,"Cell1189","Batch2","Group1",55654.8360661198,"0","0"
"Cell1190","SeuratProject",62060,8328,"Cell1190","Batch2","Group2",62661.5343969205,"2","2"
"Cell1191","SeuratProject",58517,8047,"Cell1191","Batch2","Group2",58460.6445244931,"2","2"
"Cell1192","SeuratProject",69723,8671,"Cell1192","Batch2","Group1",68976.739569284,"0","0"
"Cell1193","SeuratProject",52817,7760,"Cell1193","Batch2","Group4",53301.6477969381,"3","3"
"Cell1194","SeuratProject",59210,8182,"Cell1194","Batch2","Group3",60351.2950756706,"1","1"
"Cell1195","SeuratProject",47651,7345,"Cell1195","Batch2","Group2",47425.5020587388,"2","2"
"Cell1196","SeuratProject",66875,8683,"Cell1196","Batch2","Group2",67480.1303980698,"2","2"
"Cell1197","SeuratProject",61894,8312,"Cell1197","Batch2","Group2",61961.4567154663,"2","2"
"Cell1198","SeuratProject",67113,8598,"Cell1198","Batch2","Group2",68191.2682156469,"2","2"
"Cell1199","SeuratProject",46978,7378,"Cell1199","Batch2","Group3",47179.8348545839,"1","1"
"Cell1200","SeuratProject",48380,7490,"Cell1200","Batch2","Group2",48354.6176135903,"2","2"
"Cell1201","SeuratProject",53117,7708,"Cell1201","Batch2","Group3",52762.8144641525,"1","1"
"Cell1202","SeuratProject",48396,7372,"Cell1202","Batch2","Group2",48201.784744654,"2","2"
"Cell1203","SeuratProject",48620,7387,"Cell1203","Batch2","Group2",48416.5575157506,"2","2"
"Cell1204","SeuratProject",75984,9008,"Cell1204","Batch2","Group4",76285.500772042,"3","3"
"Cell1205","SeuratProject",42362,6831,"Cell1205","Batch2","Group2",41621.3910448842,"2","2"
"Cell1206","SeuratProject",48200,7415,"Cell1206","Batch2","Group4",48408.9845627871,"3","3"
"Cell1207","SeuratProject",51756,7697,"Cell1207","Batch2","Group1",52234.5821651394,"0","0"
"Cell1208","SeuratProject",65430,8509,"Cell1208","Batch2","Group2",65707.415740107,"2","2"
"Cell1209","SeuratProject",50888,7571,"Cell1209","Batch2","Group1",50993.7652283102,"0","0"
"Cell1210","SeuratProject",48206,7361,"Cell1210","Batch2","Group2",48387.1442040539,"2","2"
"Cell1211","SeuratProject",76515,9116,"Cell1211","Batch2","Group1",76927.1428682359,"0","0"
"Cell1212","SeuratProject",55931,7861,"Cell1212","Batch2","Group1",56381.1913817632,"0","0"
"Cell1213","SeuratProject",58941,8090,"Cell1213","Batch2","Group1",58961.7109510259,"0","0"
"Cell1214","SeuratProject",68363,8702,"Cell1214","Batch2","Group3",67718.4152648648,"2","2"
"Cell1215","SeuratProject",73731,9010,"Cell1215","Batch2","Group4",73783.8745643618,"0","0"
"Cell1216","SeuratProject",49569,7485,"Cell1216","Batch2","Group1",49188.9197513842,"0","0"
"Cell1217","SeuratProject",55661,7905,"Cell1217","Batch2","Group4",55971.5943432449,"3","3"
"Cell1218","SeuratProject",61196,8215,"Cell1218","Batch2","Group1",60452.6448103687,"0","0"
"Cell1219","SeuratProject",65421,8436,"Cell1219","Batch2","Group4",64775.8578359166,"3","3"
"Cell1220","SeuratProject",66032,8594,"Cell1220","Batch2","Group4",65728.2258218403,"3","3"
"Cell1221","SeuratProject",64126,8408,"Cell1221","Batch2","Group1",64602.0182367862,"0","0"
"Cell1222","SeuratProject",59210,8086,"Cell1222","Batch2","Group3",59144.9258452868,"1","1"
"Cell1223","SeuratProject",61651,8277,"Cell1223","Batch2","Group4",62215.1427368461,"3","3"
"Cell1224","SeuratProject",77838,9177,"Cell1224","Batch2","Group3",77557.403075678,"1","1"
"Cell1225","SeuratProject",63606,8466,"Cell1225","Batch2","Group1",64948.8447436809,"0","0"
"Cell1226","SeuratProject",51627,7608,"Cell1226","Batch2","Group2",51625.9688237166,"2","2"
"Cell1227","SeuratProject",74297,9022,"Cell1227","Batch2","Group1",75119.6599042705,"0","0"
"Cell1228","SeuratProject",62389,8424,"Cell1228","Batch2","Group1",62839.4697129513,"0","0"
"Cell1229","SeuratProject",62661,8393,"Cell1229","Batch2","Group3",62971.6239572981,"1","1"
"Cell1230","SeuratProject",57340,8067,"Cell1230","Batch2","Group1",57383.1100359959,"0","0"
"Cell1231","SeuratProject",73641,8897,"Cell1231","Batch2","Group1",73129.9413223599,"0","0"
"Cell1232","SeuratProject",75310,9059,"Cell1232","Batch2","Group3",75607.4610666426,"1","1"
"Cell1233","SeuratProject",58785,8137,"Cell1233","Batch2","Group3",59226.0758623202,"1","1"
"Cell1234","SeuratProject",44143,7092,"Cell1234","Batch2","Group4",43921.8149341093,"3","3"
"Cell1235","SeuratProject",61179,8295,"Cell1235","Batch2","Group2",60844.0710467867,"2","2"
"Cell1236","SeuratProject",56927,7927,"Cell1236","Batch2","Group2",57060.4543267697,"2","2"
"Cell1237","SeuratProject",53990,7789,"Cell1237","Batch2","Group3",54134.8091973632,"1","1"
"Cell1238","SeuratProject",54666,7898,"Cell1238","Batch2","Group4",54546.9827940541,"3","3"
"Cell1239","SeuratProject",46764,7245,"Cell1239","Batch2","Group3",46671.4001997212,"1","1"
"Cell1240","SeuratProject",45500,7200,"Cell1240","Batch2","Group4",45502.5428297966,"3","3"
"Cell1241","SeuratProject",66896,8556,"Cell1241","Batch2","Group3",66721.887988627,"1","1"
"Cell1242","SeuratProject",59115,8107,"Cell1242","Batch2","Group3",58620.9558227275,"1","1"
"Cell1243","SeuratProject",66608,8538,"Cell1243","Batch2","Group1",66532.7964915902,"0","0"
"Cell1244","SeuratProject",47760,7370,"Cell1244","Batch2","Group2",48325.3667357722,"2","2"
"Cell1245","SeuratProject",65814,8443,"Cell1245","Batch2","Group4",65370.4988414794,"3","3"
"Cell1246","SeuratProject",72076,8874,"Cell1246","Batch2","Group1",72333.4456471385,"0","0"
"Cell1247","SeuratProject",70948,8798,"Cell1247","Batch2","Group4",70800.3914029272,"0","0"
"Cell1248","SeuratProject",77259,9233,"Cell1248","Batch2","Group2",76952.9193207519,"2","2"
"Cell1249","SeuratProject",77328,9101,"Cell1249","Batch2","Group3",76285.0070418548,"1","1"
"Cell1250","SeuratProject",55490,7900,"Cell1250","Batch2","Group1",55081.7197375463,"0","0"
"Cell1251","SeuratProject",56347,8018,"Cell1251","Batch2","Group1",56537.5230085175,"0","0"
"Cell1252","SeuratProject",62503,8376,"Cell1252","Batch2","Group1",62114.3136695489,"0","0"
"Cell1253","SeuratProject",59501,8202,"Cell1253","Batch2","Group2",59692.7196399114,"2","2"
"Cell1254","SeuratProject",59029,8228,"Cell1254","Batch2","Group2",58958.9281062305,"2","2"
"Cell1255","SeuratProject",60943,8318,"Cell1255","Batch2","Group1",61307.5376617375,"0","0"
"Cell1256","SeuratProject",62085,8349,"Cell1256","Batch2","Group1",62176.8281369613,"0","0"
"Cell1257","SeuratProject",57432,8136,"Cell1257","Batch2","Group2",57321.8996363163,"2","2"
"Cell1258","SeuratProject",93243,9921,"Cell1258","Batch2","Group1",92064.1674021796,"0","0"
"Cell1259","SeuratProject",62204,8340,"Cell1259","Batch2","Group4",61873.9001428646,"3","3"
"Cell1260","SeuratProject",73074,9002,"Cell1260","Batch2","Group2",73251.8444792993,"2","2"
"Cell1261","SeuratProject",76496,9099,"Cell1261","Batch2","Group3",76823.9984761485,"1","1"
"Cell1262","SeuratProject",61517,8292,"Cell1262","Batch2","Group1",61495.2572779382,"0","0"
"Cell1263","SeuratProject",81727,9378,"Cell1263","Batch2","Group1",81367.6067420358,"0","0"
"Cell1264","SeuratProject",86262,9638,"Cell1264","Batch2","Group1",86742.3846029528,"0","0"
"Cell1265","SeuratProject",50399,7543,"Cell1265","Batch2","Group3",49625.4356881021,"1","1"
"Cell1266","SeuratProject",56864,7943,"Cell1266","Batch2","Group2",56082.9356902464,"2","2"
"Cell1267","SeuratProject",81345,9510,"Cell1267","Batch2","Group1",79906.8632792543,"0","0"
"Cell1268","SeuratProject",77645,9257,"Cell1268","Batch2","Group4",78704.4796692433,"3","3"
"Cell1269","SeuratProject",44351,7200,"Cell1269","Batch2","Group2",44591.1326628846,"2","2"
"Cell1270","SeuratProject",53109,7817,"Cell1270","Batch2","Group3",53218.16888657,"1","1"
"Cell1271","SeuratProject",65461,8475,"Cell1271","Batch2","Group2",65986.5571657421,"2","2"
"Cell1272","SeuratProject",48183,7440,"Cell1272","Batch2","Group3",48166.9079866668,"1","1"
"Cell1273","SeuratProject",54622,7860,"Cell1273","Batch2","Group3",54931.7140708567,"1","1"
"Cell1274","SeuratProject",48217,7357,"Cell1274","Batch2","Group3",48703.8067322396,"1","1"
"Cell1275","SeuratProject",51720,7670,"Cell1275","Batch2","Group2",52247.0171690732,"2","2"
"Cell1276","SeuratProject",38949,6628,"Cell1276","Batch2","Group3",38996.5958430345,"1","1"
"Cell1277","SeuratProject",55763,7885,"Cell1277","Batch2","Group3",55695.2686556355,"1","1"
