,spg,spc,spd
2700012I20Rik,0.0005613064010144997,4.397613796576657e-05,0.016168514215087106
2700029M09Rik,1.3198545377124373,0.03401639759391523,0.022023626313460463
2700046G09Rik,0.004201059694999958,0.010344309679265999,0.028551296747051345
2700049A03Rik,0.06614668925435652,0.7943894036841517,0.05335469541606166
2700060E02Rik,0.23687160878624644,2.0222481884590313,0.1686546961236465
2700062C07Rik,0.055352435618620376,0.13228917947058436,0.015522725151563157
2700089E24Rik,0.07873207453234096,0.007570224730146161,0.0027497851839026464
2700099C18Rik,0.09761576468633103,0.06658064027177224,0.02928184798555968
2810001G20Rik,0.025835726082509492,0.01823642368848353,0.014827203495990569
2810004N23Rik,2.6456426308969507,0.10023192347744729,0.009730106877637621
2810021J22Rik,0.007351396683028146,0.0,0.016362445284264747
2810025M15Rik,0.45101261495746386,1.760536421656622,0.5418539025337348
2810055G20Rik,0.0001574908654915689,0.028788719364201673,0.06642813309037815
2810403A07Rik,0.11502094728955864,0.0,0.011481404090638803
2810408A11Rik,0.04778914887603751,0.09039169357157623,0.5372222235813976
2810408I11Rik,0.19157247351176335,0.3045165885839367,0.6829604089300125
2900011O08Rik,0.0006672220007295379,0.01860105177941941,0.08259784927559799
3010026O09Rik,0.028667661901743642,0.0002341288626231654,0.002815849351124582
3110002H16Rik,0.05376421343443995,0.002943343345160967,0.008328213932216843
3110009E18Rik,0.08631233088046529,0.005397920834170829,0.027930862872711876
3110040N11Rik,0.062090672406961665,0.08753567345713906,0.13768518550024048
3110053B16Rik,0.009390623191593691,0.0022258304524603915,1.762622490149709e-05
3110056K07Rik,0.11247653894638605,0.0083523914424971,0.009737138489138654
3110057O12Rik,0.015741213109010496,0.008222471483724816,0.010463970000851718
3110070M22Rik,0.03384068514426141,0.296004725231545,0.20646929041819173
3110082I17Rik,0.11227327169543026,0.003322854406949069,0.004092891529112108
3830406C13Rik,0.12770793552505916,0.20718044299077945,0.024701569207937455
3830417A13Rik,0.006184844278834286,0.0,0.008249898766330336
4430402I18Rik,0.002732057295654689,0.0683168718862661,2.109590368743961
4632434I11Rik,0.1790865035433517,0.26220940313652225,0.014820871165535193
4833420G17Rik,0.02043931740608075,0.12790358432779195,0.0
4833439L19Rik,0.28027020957600846,0.01626768858844641,0.0014890161639603725
4921504A21Rik,0.0004544957600282678,0.02015380697927899,0.15075303237517346
4921504E06Rik,0.0024092859423010217,0.036144229008368084,0.4919550833616584
4921507G05Rik,0.004482381700661601,0.018723673819195357,0.004792790804744874
4921507P07Rik,0.0002860749008281726,0.0,1.3236427031663467
4921524J17Rik,0.05954723010458646,0.10117420160041621,0.00483289254643658
4921531C22Rik,0.1250614539822892,0.00628135747752567,0.0057905562139740074
4921536K21Rik,0.004807129540263105,0.06705208771691307,0.9289244581943159
4921539E11Rik,0.004227189756846053,0.048189208329138276,0.6420677915848583
4922502D21Rik,0.004441858142067078,5.245019591584408,0.26775093574735953
4930402H24Rik,0.03650197931259134,0.01660090899007131,0.04258577765987746
4930426I24Rik,0.009326313753484836,0.008269172333687364,0.0018911217346130923
4930427A07Rik,0.07325529790629436,0.09035316142907561,0.0
4930429F24Rik,0.003244548647287237,0.00130866385248477,0.0009988065705887283
4930430F08Rik,0.027619982989982698,0.021764836806102222,0.005234656667898079
4930432K21Rik,0.005194869053988928,0.019361998335620505,0.055417414123101603
4930451G09Rik,0.006635561729993194,0.015575219018507426,0.0094129048902202
4930452B06Rik,0.03578913320800228,0.021476695769221003,0.00038828859955710376
4930453N24Rik,0.08897341037306247,1.5127455042812663,3.754107900665372
4930469K13Rik,0.00264413752016714,0.012053371902905752,0.002835369078784091
4930470P17Rik,0.0020431401877351336,0.028595736430314087,0.009373359727955093
4930483J18Rik,0.00011457299961856627,0.02461126737491705,0.008134303556929578
4930485B16Rik,0.006438065167186903,0.1464729852692482,0.012347492550907913
4930500F10Rik,0.0008226274248510942,0.03363869087303968,0.01789991683922705
4930500J02Rik,0.03172469033809685,0.003003887606646907,0.0009941371882303696
4930503E14Rik,0.0034546877578966848,0.019691686162925243,0.05285015422579712
4930503L19Rik,0.0015973094846177887,0.27437687798069654,0.4489918629372305
4930504O13Rik,0.04722907011193745,0.5717661351275476,0.11492440314825968
4930505N22Rik,0.0035282145158227096,0.012729981459542745,0.002400054556426087
4930509G22Rik,0.0017432929761143946,0.02876006340597836,0.007710995371094708
4930513N10Rik,0.012075860093284355,0.06652200784069445,0.005024166606314352
4930515G01Rik,0.0003471226734140906,0.016096644384164388,0.005720815647789774
4930519F16Rik,0.0066565034755064765,0.0,0.00614689552156702
4930520O04Rik,0.04152839947494632,0.014937258236651338,0.02475043265659026
4930523C07Rik,0.0007288180429975069,0.0039008229538323143,0.0031072070406360087
4930524B15Rik,0.005292018128966233,0.5157657506496717,0.022230234114984912
4930524O07Rik,0.005782206524821715,0.008799975725407475,0.03803179736794274
4930525G20Rik,0.0029711015991971818,0.010455749846270825,0.14747520291501054
4930526A20Rik,0.002626321670554145,0.0055589964379195575,0.014915374989414577
4930529M08Rik,0.0012165849477007982,0.0043540327674486765,0.02502171059003385
4930539J05Rik,0.00042109371746411377,0.005736635308084095,0.5535371212035394
4930540M05Rik,0.05845953972530183,0.014840248843310295,0.0022950537566529448
4930542C12Rik,0.0016636915658131096,0.003282959001121353,0.036924336232561174
4930547M16Rik,0.0003214570634741812,0.03997467821876974,0.0013934251563714395
4930550C14Rik,0.003701092372276442,0.09893984340086831,0.1778546617441323
4930550L24Rik,0.19812433598478577,0.0,0.023776279838526773
4930558K02Rik,0.0022181601693763344,0.0,0.00175072392756933
4930570N19Rik,0.007262384201671722,0.029877384836670642,0.010799054096291205
4930579G24Rik,0.03300867611834974,0.05940543424885239,0.0
4930579K19Rik,0.046214231475960835,0.0005953528724290442,0.0011031278131804784
4930581F22Rik,0.01001139001864413,0.11428741795323873,0.019161183590345167
4930591A17Rik,0.0006785469442771265,0.010233369647293631,0.04485395910650766
4930594C11Rik,0.0030847318285323567,0.005260235933076444,0.0012413998618913942
4930594M22Rik,0.006904024595371314,0.0,0.012325971767161215
4930599N23Rik,0.003930113363630133,0.009064957347376633,0.020022008042249614
4931409K22Rik,0.0015780482475749676,0.05689799441430966,1.1581923456001708
4931415C17Rik,0.0007361120663131249,0.040061270768025674,0.0012181908015881024
4931428F04Rik,0.008409121269033386,0.0,0.10682566980215195
4931428L18Rik,0.00423887425030021,0.03851671936415303,0.0227260442080012
4931429I11Rik,0.0074370267437619585,0.014835964089623137,0.11781710551257882
4931440F15Rik,0.008654208758344478,0.02711083947258555,0.005367639918688152
4931440J10Rik,0.0012817859130435547,0.006815149818530662,0.0062715667263889795
4931440P22Rik,0.023646102611337438,0.013649529137172892,0.05024470030482006
4932431P20Rik,0.016949595974213603,0.0398208817542434,0.36617339609632277
4932438A13Rik,0.795303666898929,0.08674965096067426,0.022718297795036726
4933401B06Rik,0.026143292515958195,0.0,0.06297884095251446
4933402J07Rik,0.0016133052226424453,0.18346834921557942,2.3623816359540446
4933404O12Rik,0.010099047359437547,0.05369037739523685,0.03217871327082633
4933405L10Rik,0.022919018905472547,0.006620461384646027,0.06071819897994497
4933406C10Rik,0.017614045479384163,0.03790942891837826,0.0026047203656754648
4933406I18Rik,0.00033190277891839037,0.013571309401869416,0.001967855542376619
4933408J17Rik,0.0067082633280714475,0.0,0.02957783959758606
4933411K20Rik,0.1898690317950179,1.4317320107328497,0.578485454707278
4933415F23Rik,0.0054323400271983685,0.07456461406263297,0.2990798854506879
4933416C03Rik,0.39517987305476926,2.5592192216775826,0.46000666894785647
4933421O10Rik,0.0029437205400751,0.08096238884146374,0.7314280386436123
4933427D14Rik,0.014630899996555221,0.060908816434598737,0.06059964368197487
4933427E11Rik,0.0016410814512309202,0.20805615768761043,0.05150231285979576
4933427G17Rik,0.007710717857714847,0.0,0.5138504886058518
4933428M09Rik,0.0024060001577039434,0.004930703780213625,0.04870388151308927
4933429H19Rik,0.0011667055044095186,0.05230699203455062,0.21624635345758575
4933433G15Rik,0.020030987550570853,0.31263074772142785,0.12425829962726574
4933434E20Rik,0.41731760263185663,0.21543985873769728,0.8638000677895457
5031420N21Rik,0.0061221787712622605,0.00036117727658551644,0.02910554293751069
5031425E22Rik,0.06857113475353564,0.000966501869214249,0.005950415654891272
5330438D12Rik,0.004625767839412444,0.0011547711416169607,0.004787575944369858
5430402O13Rik,0.021404820236308075,0.0013395873448609204,0.002199178100290648
5430416N02Rik,0.044160975652693495,0.026021424785977056,0.005340868922503711
5430417L22Rik,0.00863513136934362,0.00020834520596054484,5.420764247453142e-05
5730455P16Rik,0.07153493258595017,0.0034615324121419944,0.000534127848908409
5730508B09Rik,0.1260186521840215,0.01215882725247673,0.0014411964634034598
5830415F09Rik,0.11292050880702827,0.027940183942316354,0.0004282338975931729
5830418K08Rik,2.173724361505942,0.06718791094936391,0.06442949646387246
6030443J06Rik,0.0010244157452938098,0.016118855914696754,0.0813343700027004
6820408C15Rik,0.0003730920079863146,0.0022069001932205168,0.10836466753152957
8030411F24Rik,0.0039066878326672085,0.0004979425865122687,0.010642960081177131
8030451A03Rik,0.002199221584848515,0.03642401205743417,0.030293423979879195
8430429K09Rik,0.01755443207292929,0.007446235720508776,0.009817701528867368
9130011E15Rik,0.005764264489324141,0.014065768988958208,0.0014828610249413491
9230110C19Rik,0.01905680313148444,0.02523683745960539,0.01493375633754199
9330101J02Rik,0.00024278102298185515,0.039447500311830364,0.14439906990638923
9330159M07Rik,0.0017236996625474704,0.021878361528015054,0.0009728287324213947
9330160F10Rik,0.008917275979189551,0.005669620178962308,0.0
9430008C03Rik,0.013680212347551375,0.0,0.02560215869469227
9430020K01Rik,0.02356550465200591,0.012292819951172412,0.005106309710797897
9430065F17Rik,0.01987802470182524,0.0012874125614465407,0.00151225173831071
9530068E07Rik,0.4166928758042359,0.0477534068717653,0.01469658365993064
9530077C05Rik,0.15258877116996344,0.14369743747457892,0.16470243898016865
9930021J03Rik,0.6066053334331937,0.2254311887279197,0.019388476659792337
A130010J15Rik,0.05475808029585733,0.0013199215856585414,0.03242002817549482
A230083N12Rik,0.0048464318111696575,0.0063192738411226804,0.005026330842349619
A330021E22Rik,0.03296782894886641,0.21962543149659983,0.5549661584974168
A430005L14Rik,0.17641585564666606,0.14886273720251703,0.013809819416438562
A430046D13Rik,0.0039303427344279255,0.2764167963312623,0.0016755756813752653
A430108G06Rik,0.002122558388910326,0.0036427137407182447,0.006308719588701956
A630007B06Rik,0.7501738392190108,0.3026126120749204,1.0269301711829393
A830010M20Rik,0.012705000551743924,0.019751115251781994,0.0023120770682243637
A930011G23Rik,0.002769542170365356,0.0,0.00975508871454988
A930018P22Rik,0.0010924011858681336,0.06936196828318031,0.008993382824078897
A930024E05Rik,0.004529315821650716,0.0,0.04833250895638276
AA415398,0.018156114482904287,0.017869263293292397,0.00565149930635827
AA467197,0.01926137760431288,2.0889273770771988,0.05543316217367854
AI314180,0.7632295585821505,0.0075491454223009105,0.005888068843289671
AI413582,0.0510507019497812,0.026520348028810065,0.06730053232496683
AI462493,0.17101167008625198,0.5896984391567492,0.09375715382476348
AI464131,0.00652885702924487,0.04763001782648503,0.0005835583317136809
AI597479,0.06861837363739537,0.0066070155607052565,0.022920792685848738
AI837181,0.08731872049295997,0.005884939182935799,0.001234430763184207
AI987944,0.03585536578288372,0.08696800240393546,0.012744793690011427
AK010878,0.1436972703348535,0.008467821817260877,0.01027219540750045
AK129341,0.10504930039377226,0.0235037114266767,0.4776110718590267
AU019823,0.23899579449388095,0.021304524778502223,0.011662044508721785
AU040320,0.004518885839509838,0.0038197608009011945,0.09986870116370748
AV039307,0.016301666277811128,0.11179632640612058,0.14306969438856768
AV099323,0.0066424562711602875,0.0014331659700247724,0.003305243475878556
AW554918,0.016893533662171365,0.011811747377679666,0.00042820848829808753
Aaas,0.24797606885581147,0.03365791740792378,0.0007262206108242232
Aacs,0.005451202101550601,0.0006308496104144831,0.0005129040548228256
Aaed1,0.155145763600137,0.004464713342017843,0.0561779352883485
Aamdc,0.01391380765708557,0.03383328886748663,0.26243473049320354
Aamp,0.7574939136903649,0.42221340926207074,0.6716614896004366
Aar2,0.019133389976976008,0.0024210971057007325,0.013229103153450675
Aard,0.23977271619336996,0.059984361305513746,0.011942318248761363
Aars,0.3497666734076164,0.022129852353426887,0.015217107431529722
Aars2,0.013992134909410535,0.019517736035727366,0.07388088595447595
Aasdhppt,0.44384224103041664,0.09181026629818236,0.03662144665707578
Aatf,0.2438417413679043,0.016437965787224108,0.11162694898205586
Abca16,0.011817391788880829,0.016757884178440298,0.06656596129825275
Abca17,0.0010379037385236517,0.015311701230496903,0.001741506955019936
Abca5,0.009237956799812356,0.18203653180629556,0.002173491593298779
Abcb8,0.02801901150823835,0.002690615525691586,0.011567109562126211
Abcc12,0.008122421827941026,0.32649675230128566,0.04423504968209264
Abcc3,0.004746799909116518,0.08209655276415814,0.13667357156712195
Abce1,0.12147821954566827,0.0427827011846375,0.008828272308478456
Abcf1,6.001756439419467,0.5153469182006726,0.34715201353140146
Abcf2,0.18251381183941598,0.04632325789713518,0.15696362757142546
Abcf3,0.08580957053701044,0.05041204167793826,0.06968799335573034
Abhd10,0.11704310068821157,0.0019396929209364675,0.011437451991968816
Abhd11,0.15099105214027217,0.1064519585683797,0.01729393764731595
Abhd12,0.005963518070776479,0.010386054151520533,0.00290726827640828
Abhd14a,0.134708899631002,0.51179089090808,0.4717061392195706
Abhd16a,0.04517988801626546,0.027739378738375668,0.06901714571545065
Abhd17a,0.054651243339523654,0.5351536255369714,0.19787773897071806
Abhd17b,0.006747830110148714,0.036488717274360594,0.008918141563158814
Abhd2,0.05854811902169752,0.0032988212383439413,0.15208359434270996
Abhd4,0.011127546655658224,0.025979427280978826,0.02768106864646139
Abhd5,0.47361715180409686,0.3990914036597109,2.394679556380388
Abhd8,0.020970616843674406,0.3079102004841709,0.06851173193280855
Abi2,0.002383337172833405,0.02360830092982785,0.0049460458767728475
Abl1,0.08665556670917639,0.011509931700138283,0.009254390552177444
Abtb1,0.24400855463490773,0.0005121817323511148,0.002891866848495162
Acaa1a,0.06813426963738219,0.0048663420354685795,0.00493349934348633
Acad11,0.017194865554548012,0.03495957319239693,0.009924449237886506
Acap2,0.1686637002612028,0.0001021846882330105,0.0033194985484893288
Acat1,0.09178645983914127,1.0107992285724883e-05,0.009139435991132941
Acbd3,1.2342515874568751,0.04375182845389428,0.20157210885231713
Acbd5,0.20777127050080152,0.019562340964076625,0.20507248040959483
Acbd6,0.3065356219159416,2.436222282262761,1.3253558261873204
Acd,0.14297436513878684,0.04003546538180553,0.024759048212950573
Ace,0.007957966160502643,0.0032847727319208764,0.1732863888719105
Acin1,4.675908973060866,0.6167341654640057,0.7091321100491346
Acly,0.541193065194568,0.012285550201836993,0.004526863104209185
Aco2,0.4035384056040297,0.04146689928833722,0.07888187497244528
Acot7,0.1669319724610036,1.1992461584089238,2.149780221571911
Acot8,0.05920077413988406,0.10138368899037488,0.046029547977992205
Acot9,0.27709131177070184,0.006437662030282954,0.13948860286289255
Acox1,0.11907123433941977,0.0,0.0065755651495004105
Acox3,0.004829814887189139,0.0008874328433442946,0.011053435468241933
Acp1,0.005490190025848479,0.045910395439432684,0.08399337626299153
Acp2,0.008143342489230557,0.014409836192650667,0.018295139104593107
Acr,0.0006499566969363857,0.1585759525783271,0.1402916637687912
Acrbp,0.03542020784993835,2.676189680235851,2.9243718526825084
Acrv1,0.05063632667229716,2.494147550080101,11.502767504247146
Acsbg1,0.06507308058087513,0.007562221581217692,0.10929548561865265
Acsf3,0.003088603658712376,0.0,0.008205865616589708
Acsl1,0.34434809435045394,0.0322139860560356,0.4770388168104667
Acsl3,0.25579621511263395,0.07245387817292594,0.021570121430338315
Acsl6,0.004880212251658583,0.17725160355031502,0.041364914005229673
