,spg,spc,spd
2810021J22Rik,0.006658824693880905,0.0,0.014761288477522186
2810025M15Rik,0.43484571479654854,2.062571534979601,0.5975452798426322
2810055G20Rik,0.0001493856632648518,0.0006443770934415796,0.1039738566503642
2810403A07Rik,0.11295656075772943,0.0003276003210324033,0.0005183207965779638
2810408A11Rik,0.04456635644077767,0.12506996831405212,0.6140280779792983
2810408I11Rik,0.20565234236897034,0.313401339600218,0.6031705150635052
2900011O08Rik,0.0006280171158227328,0.015924841366659122,0.08070079790788476
3010026O09Rik,0.02647854202961717,0.013760257356897374,0.0029626060935819213
3110002H16Rik,0.06275426971801387,0.0018731733894309334,0.00437580506262471
3110009E18Rik,0.07350464533481682,0.007816467714843352,0.02846347800662562
3110040N11Rik,0.07628894372639328,0.11627427116452752,0.10381685053014093
3110053B16Rik,0.008757257472386539,0.0023581969992204597,0.000486272464581632
3110056K07Rik,0.09394315778146613,0.011513153091784913,0.010786760263378655
3110057O12Rik,0.015006023692615805,0.007895520753702841,0.00991988074900002
3110070M22Rik,0.03499957243219523,0.23209170449904065,0.20860425086249787
3110082I17Rik,0.0974375420399241,0.006455034862276469,0.004401472804060827
3830406C13Rik,0.15260844190473963,0.1881891545640219,0.031803691638272465
3830417A13Rik,0.006212978977932639,0.0,0.02039629693203773
4430402I18Rik,0.0009039352156154682,0.04685526066479989,1.5419506332883142
4632434I11Rik,0.1727407692878837,0.1896985055601363,0.00751863936462965
4833420G17Rik,0.026910114837060867,0.13264241338252894,0.0
4833439L19Rik,0.23922239465593095,0.0711970172193716,0.055679921414235056
4921504A21Rik,0.00037688774473741617,0.0029020549231311187,0.08362238596497229
4921504E06Rik,0.0022735250956845946,0.04679669160908328,0.38377177112870314
4921507G05Rik,0.005133125231674928,0.04261889034379574,0.000650263500905515
4921507P07Rik,0.0011222873415544159,0.008523479169051768,0.7317903216579275
4921524J17Rik,0.0024040403437030765,0.12755028072837954,0.006227847759500497
4921531C22Rik,0.13025473827965292,0.0011726006744187142,0.015834389872536422
4921536K21Rik,0.003354394822862625,0.034689435120117934,0.7746467646217392
4921539E11Rik,0.004561044438026547,0.02731579255149714,0.3678482659411332
4922502D21Rik,0.0049495967738228085,4.360238672265773,0.2860500759489995
4930402H24Rik,0.05586767553052436,0.027797542042856737,0.03551031711778753
4930426I24Rik,0.010357934624279091,0.016501616224276438,6.928636952383251e-05
4930427A07Rik,0.08005588701151742,0.1342279093808141,0.0
4930429F24Rik,0.0033422683040839184,0.0028700539480667757,0.00034576179368251314
4930430F08Rik,0.03999270097802314,0.030494015668175348,0.04587749255971734
4930432K21Rik,0.00641524208612805,0.007645335060879963,0.05175428068490167
4930451G09Rik,0.009303673005541411,0.014915004883543482,0.0035613616070495676
4930452B06Rik,0.03332540735972235,0.01399191669874567,8.992255459825587e-05
4930453N24Rik,0.07922621612386879,0.27727195212263994,1.9529968443179
4930469K13Rik,0.00270778270284854,0.0071252199013262995,0.0030975855603957605
4930470P17Rik,0.0023249454567467846,0.0015930127426087078,0.020587578435785858
4930483J18Rik,0.00018869954224931207,0.02536566103602796,0.006758761922284716
4930485B16Rik,0.008654726934942764,0.15504971355904473,0.016745909752830298
4930500F10Rik,0.001686204273003087,0.01767246330178304,0.06257602148485199
4930500J02Rik,0.03220209245260634,0.004232886510148282,8.803821400531798e-05
4930503E14Rik,0.003739465776938747,0.014848651562230898,0.04671676281695544
4930503L19Rik,0.0035610503226632894,0.0673727583899343,0.15065273731549012
4930504O13Rik,0.03969358459467839,0.7297421614545916,0.024171652238021903
4930505N22Rik,0.0034796987160642524,0.012186280864831358,0.003344119684981027
4930509G22Rik,0.0017128188436242833,0.05190337098385027,0.004633023065899627
4930513N10Rik,0.01508615725693246,0.009759089526022474,0.025349068534783293
4930515G01Rik,0.00045769105105308974,0.01960011699605457,0.004193514473389193
4930519F16Rik,0.006572000092947835,0.0,0.009701372834203272
4930520O04Rik,0.04129900971573689,0.0013937860807352294,0.03499666556202736
4930523C07Rik,0.00022996844765915678,0.0014576354129951575,0.029239516414233467
4930524B15Rik,0.004812123806017391,0.25731031130420157,0.0001432236875601894
4930524O07Rik,0.006227945388771897,0.044992403438721754,0.0126039012950937
4930525G20Rik,0.003708371338849626,0.00696866916814791,0.13054599481253945
4930526A20Rik,0.0013821914479470948,0.002955279587713763,0.01642143362098079
4930529M08Rik,0.0017152295523081627,0.006342898191774593,0.03424481381865819
4930539J05Rik,0.0003096343904441694,0.0512726161666293,0.4178767446568093
4930540M05Rik,0.060919867778827734,0.01063977458342273,0.00015844737535191292
4930542C12Rik,0.002110267238232936,0.031145112159290885,0.04946829558546645
4930547M16Rik,0.00012096460771975923,0.050364528281749296,0.0055500136377875
4930550C14Rik,0.0014737132662843474,0.05944346810418385,0.19025701101682788
4930550L24Rik,0.21133565200376087,0.0,0.01280719256989879
4930558K02Rik,0.0021939159137014637,0.01064543074746817,0.019550916485279273
4930570N19Rik,0.007438880533135864,0.025312410222749514,0.008681927020538088
4930579G24Rik,0.033993388808494875,0.07733694018287186,0.0
4930579K19Rik,0.04277414466180735,0.0020990688295784952,0.0020042692095974665
4930581F22Rik,0.010441405826195606,0.058263276890804884,0.02094788691544493
4930591A17Rik,0.002119583338800315,0.03951543037128716,0.012806765385283983
4930594C11Rik,0.0030846287192352493,0.002694530576076825,0.010892511903800355
4930594M22Rik,0.007086624848623893,0.0,0.013889417468662369
4930599N23Rik,0.004028528267800512,0.0059970183295129445,0.01952402346581626
4931409K22Rik,0.000850604649656627,0.06704015502510577,0.6701920805651788
4931415C17Rik,0.000977748924678936,0.033556208975834625,0.004673257291102276
4931428F04Rik,0.002864834187247232,0.0,0.06985800995218222
4931428L18Rik,0.003777725355058542,0.04633649065450135,0.017127993563213737
4931429I11Rik,0.006452654645714522,0.018100690435715494,0.0577441797926442
4931440F15Rik,0.008269677416393352,0.00922262690585775,0.012920932818416525
4931440J10Rik,0.0012409441724922155,0.0072283327574793645,0.004395234288623251
4931440P22Rik,0.022270977622951653,0.023999184502328807,0.0654092053486001
4932431P20Rik,0.012669948469082263,0.32823490738784833,0.5945054852835092
4932438A13Rik,0.8339921284361607,0.031892075803525106,0.015834662724985002
4933401B06Rik,0.02705757865168248,0.0,0.030221785229115932
4933402J07Rik,0.0014316469908037773,0.006123346701800952,1.4268997789616988
4933404O12Rik,0.008493651560861206,0.05754671814547212,0.06641247015940067
4933405L10Rik,0.02524280156765471,0.036356852970907606,0.05049906392308374
4933406C10Rik,0.019309537299568896,0.08776264243381021,0.029312408945871202
4933406I18Rik,0.0005612686982151607,0.017271664138307066,0.0015994623325628027
4933408J17Rik,0.004643184430688792,0.0,0.03667303689953736
4933411K20Rik,0.14143652782881927,1.915189568428035,0.564990053651962
4933415F23Rik,0.0017397908831761786,0.03768914511344308,0.09755721290238933
4933416C03Rik,0.4045307355042181,2.391803986952101,0.41242556201288444
4933421O10Rik,0.0017640499100719368,0.06746450812918349,0.7419571313148993
4933427D14Rik,0.036917895719358766,0.16985301322556706,0.025541262388906354
4933427E11Rik,0.0027461444149485346,0.1584674526949402,0.04797967742847889
4933427G17Rik,0.006843779244715812,0.0,0.5557412287729876
4933428M09Rik,0.0017921370698551786,0.006375818896927762,0.06530579427058886
4933429H19Rik,0.0004868682704151293,0.16404425343718815,0.3392546117366186
4933433G15Rik,0.02002744082913235,0.49198759884398574,0.049170061037858974
4933434E20Rik,0.4433288976244393,0.03932168864978758,0.5384680862337691
5031420N21Rik,0.007444364875689918,0.012254665738663819,0.010913605956067177
5031425E22Rik,0.0690536212594487,0.003513655820678292,0.004633134764870764
5330438D12Rik,0.004663949466731053,0.0015829740320041437,0.004582723569668089
5430402O13Rik,0.02134149787929458,0.0017297801016908402,0.0028056325877529034
5430416N02Rik,0.05165876699024288,0.013410106205748637,0.009992044253001712
5430417L22Rik,0.007391467039426506,0.0010499996227162159,0.00014117261786726444
5730455P16Rik,0.06679317183505633,0.026368324730741736,0.003388278295791746
5730508B09Rik,0.13617611843954883,0.006404254095032093,0.010491163005219472
5830415F09Rik,0.11166962217068022,0.023350479611159936,0.00031038532795719736
5830418K08Rik,1.713561936419556,0.11802723145647098,0.3139446276097664
6030443J06Rik,0.0009954316580718379,0.02075431841724608,0.10769006607213558
6820408C15Rik,0.00020996309219994342,0.04225957910336431,0.16261589835292312
8030411F24Rik,0.0024745447857167416,0.0029544347836955964,0.01774079458280391
8030451A03Rik,0.0022523482138240283,0.04017082128282838,0.03268182631615496
8430429K09Rik,0.02363450660784393,0.007542090455528827,0.010037794787317105
9130011E15Rik,0.006319657920251189,0.017505654736957872,0.0017084219077490783
9230110C19Rik,0.027402153482609437,0.027346511234748197,0.017719099402486317
9330101J02Rik,0.0005429401801766212,0.0017916543274136523,0.09439642192494427
9330159M07Rik,0.001201275838948,0.020592063748366456,0.007332279436922756
9330160F10Rik,0.00867976552150838,0.007730194618785745,0.0
9430008C03Rik,0.009851713225529461,0.0,0.021817759280118913
9430020K01Rik,0.026687510674932358,0.014420053317961893,0.000329310256549313
9430065F17Rik,0.020234162526883145,0.0004424422815443886,0.0010210429597362577
9530068E07Rik,0.43845329881064116,0.1179253963663954,0.034354838157891844
9530077C05Rik,0.16239208031063934,0.015570458149666995,0.07306472199672304
9930021J03Rik,0.698535335836418,0.4389568208063868,0.005565030328094186
A130010J15Rik,0.05368226053691868,0.0007567770109098307,0.03847299675363098
A230083N12Rik,0.0037246241965197325,0.0017742457074696526,0.00547738841628298
A330021E22Rik,0.029906261800011474,0.51353930564816,0.8793375751872994
A430005L14Rik,0.17488254659276406,0.0824385105047671,0.08985149140372796
A430046D13Rik,0.005423250042022103,0.38343176292802683,0.009068353448173434
A430108G06Rik,0.0020973044186842612,0.00378512428901479,0.006267421170179245
A630007B06Rik,0.9888601270386509,0.2912073886441758,0.7917543948656499
A830010M20Rik,0.011060639734949501,0.01138577877166489,0.005463911636982959
A930011G23Rik,0.0023985273153706325,0.0,0.005986404038409023
A930018P22Rik,0.0010135951146740129,0.058009027087223185,0.0816608428908305
A930024E05Rik,0.0044318216261772575,0.0,0.06302349267920945
AA415398,0.021662829033789428,0.04991975103481333,0.0015875461413690647
AA467197,0.004667389553539444,4.39087741291945,0.6538619160882475
AI314180,0.8087366597331345,0.015963316155372203,0.012292371159265339
AI413582,0.0441912851599111,0.031070228328832956,0.07116032786793601
AI462493,0.15045994645360614,0.5785384624398902,0.0652265169916544
AI464131,0.006728108729399684,0.05723721815910231,0.00028209593812623783
AI597479,0.06309852427695353,0.0015411664160104653,0.03466052157734551
AI837181,0.08444724971148891,0.007686657040278079,0.010668191379184983
AI987944,0.028512980304047697,0.050155358829727485,0.10519163123492595
AK010878,0.09429224920396191,0.01985907959919476,0.04087058873650161
AK129341,0.11219178151399434,0.22243900597047744,0.27816417633591933
AU019823,0.19950693321487648,0.01937923292831418,0.015128024337673086
AU040320,0.004294158575686469,0.01883947959535488,0.06012627034577997
AV039307,0.018689426425589954,0.15790447529723386,0.27841416374930694
AV099323,0.006845808054273111,0.005216538594436562,0.00024063225151442304
AW554918,0.014683120179191217,0.0011315807878860228,0.02665732951793268
Aaas,0.22765778173070955,0.02484561577394961,0.00013094840495792912
Aacs,0.006096099246727479,0.00045713153141130954,0.00018277779339528544
Aaed1,0.1661034425359215,0.002247087922177586,0.03883191709645791
Aamdc,0.034485129878496196,0.02082818446000593,0.2591457058241239
Aamp,0.7924411403212245,0.30611729453203823,0.6155196531746973
Aar2,0.036825783478352025,0.04325846330581586,0.0013825477268495686
Aard,0.23759325427685277,0.045156359784266534,0.007742964152564532
Aars,0.3412801349916606,0.03127779064178211,0.003537352083736491
Aars2,0.019369883350906867,0.01993171866469013,0.009985074578268336
Aasdhppt,0.4633972311339649,0.017847502671470915,0.029766247834247368
Aatf,0.18622612645387335,0.05152677344405664,0.06728994317009537
Abca16,0.012439303462611366,0.030452077182987782,0.04992488687291765
Abca17,0.0021142843505066226,0.0211266879140726,0.0024014261992710874
Abca5,0.003926487595187696,0.17130271301224634,0.0018536265200733955
Abcb8,0.03774579628468392,0.0013723636359858683,0.013156466726004571
Abcc12,0.007790942036994121,0.39244998950168913,0.06754578326850497
Abcc3,0.0029314148245740594,0.24785717962198703,0.3171649686341137
Abce1,0.08810643029928238,0.00226582371414834,0.05930006631017317
Abcf1,6.11306666650681,0.550272317665347,0.3172111898389029
Abcf2,0.11797346256359048,0.05838659414019957,0.18146357687453088
Abcf3,0.08791082733532664,0.06204770924510003,0.07743461085086506
Abhd10,0.09796476521119478,0.0005165263139125001,0.010383237924512066
Abhd11,0.11223625644917462,0.009711817712610697,0.07621437377295488
Abhd12,0.00770059759648417,0.007719335869995094,0.010211699000746392
Abhd14a,0.11635916061264796,0.5024822853773219,0.451805973922786
Abhd16a,0.06943033172765181,0.07883933964877964,0.08517420015970623
Abhd17a,0.007915704998374691,1.0584656713035374,0.498035555282149
Abhd17b,0.004887105908900642,0.03503460595043576,0.010898204288008823
Abhd2,0.05661058549336336,0.006959865606275264,0.09365692357618449
Abhd4,0.016023030996390655,0.006886519017414677,0.07481810593784431
Abhd5,0.49387623003301606,0.4081070239717131,2.5444634627406115
Abhd8,0.025948496934300964,0.5268523871181412,0.1373831860395083
Abi2,0.006570034959513993,0.023154257786435598,0.0034574973381745196
Abl1,0.089456495251575,0.025952884309055676,0.01099829424012252
Abtb1,0.245074263185451,0.001590642137047611,0.0029467721249253525
Acaa1a,0.07479296588288208,0.0160724467315761,0.007944834036645308
Acad11,0.020305989194143562,0.056250639935182055,0.00536666489264984
Acap2,0.14858047947179856,0.020047271762870238,0.0019339054659265164
Acat1,0.137069490668922,0.01962122100500363,0.03119327637227955
Acbd3,1.3312333225828483,0.05487223758475978,0.15524315233988448
Acbd5,0.19894609913772676,0.05550141141160389,0.2041944232311952
Acbd6,0.3568009089008293,1.492927233608991,0.5733477970043689
Acd,0.1629831863951549,0.09506952939349071,0.03448393829393674
Ace,0.0049752910353230385,0.015127647083511402,0.49021047447985694
Acin1,4.39768707812082,0.11308329351861313,0.46990059332893963
Acly,0.45484295296854854,0.0134755543798989,0.035347942625638486
Aco2,0.42355031191217346,0.056352430773618595,0.020851014064232756
Acot7,0.14164387241775794,1.3190236345346436,1.8955793030127601
Acot8,0.05662296261866756,0.031711746351532996,0.025064314603463398
Acot9,0.29016228469151517,0.0047859947866280995,0.15072834472899121
Acox1,0.11849484518428975,0.0,0.016451686136216927
Acox3,0.005279521052701122,0.0028372011289507807,0.012430796027740406
Acp1,0.03868377710605095,0.14401456164364834,0.30684798098944427
Acp2,0.01687894149055724,0.025399728763779605,0.061987396897533666
Acr,0.0004968286582935596,0.1160936279281858,0.3209747800883699
Acrbp,0.038327304296887396,2.3764377581623872,2.433865669515776
Acrv1,0.0673477517820605,2.4072546639606207,17.617632943876096
Acsbg1,0.045030276718937945,0.02113051769228829,0.07271843813292089
Acsf3,0.0030028692071720816,0.0,0.0068803611739854135
Acsl1,0.37203766460293625,0.032837508048884356,0.3086259694001161
Acsl3,0.0956882013143709,0.03146426704872546,0.017537712210654765
Acsl6,0.007967137022885238,0.035392927563303055,0.13370120595741108
