"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell73","SeuratProject",51042,7606,"Cell73","Batch1","Group3",50116.2165034706,"0","0"
"Cell74","SeuratProject",84375,9505,"Cell74","Batch1","Group3",84468.6994979064,"0","0"
"Cell75","SeuratProject",54949,7872,"Cell75","Batch1","Group1",54943.3033915369,"0","0"
"Cell76","SeuratProject",52167,7647,"Cell76","Batch1","Group2",52176.865294012,"0","0"
"Cell77","SeuratProject",68266,8760,"Cell77","Batch1","Group2",68289.5115234116,"0","0"
"Cell78","SeuratProject",50964,7644,"Cell78","Batch1","Group4",51486.5571790514,"0","0"
"Cell79","SeuratProject",53191,7802,"Cell79","Batch1","Group3",52733.8060873491,"0","0"
"Cell80","SeuratProject",70429,8896,"Cell80","Batch1","Group3",70647.8800483667,"0","0"
"Cell81","SeuratProject",62436,8344,"Cell81","Batch1","Group2",62577.2036895261,"0","0"
"Cell82","SeuratProject",60541,8280,"Cell82","Batch1","Group3",60267.9606352075,"0","0"
"Cell83","SeuratProject",75434,9109,"Cell83","Batch1","Group1",74570.2863883654,"0","0"
"Cell84","SeuratProject",55621,7945,"Cell84","Batch1","Group3",56220.5228524621,"0","0"
"Cell85","SeuratProject",58386,8070,"Cell85","Batch1","Group2",57934.5963332219,"0","0"
"Cell86","SeuratProject",52005,7609,"Cell86","Batch1","Group1",51746.1909888854,"0","0"
"Cell87","SeuratProject",61840,8326,"Cell87","Batch1","Group1",62216.5916059409,"0","0"
"Cell88","SeuratProject",47287,7284,"Cell88","Batch1","Group1",46852.0394993909,"0","0"
"Cell89","SeuratProject",59576,8178,"Cell89","Batch1","Group3",59320.6924980265,"0","0"
"Cell90","SeuratProject",69519,8746,"Cell90","Batch1","Group1",69285.4855615673,"0","0"
"Cell91","SeuratProject",53835,7936,"Cell91","Batch1","Group1",54572.7065670042,"0","0"
"Cell92","SeuratProject",105908,10377,"Cell92","Batch1","Group3",106056.948359964,"0","0"
"Cell93","SeuratProject",52098,7651,"Cell93","Batch1","Group1",52602.5751440185,"0","0"
"Cell94","SeuratProject",46143,7238,"Cell94","Batch1","Group2",46552.4242718002,"0","0"
"Cell95","SeuratProject",44509,7103,"Cell95","Batch1","Group2",44136.9438689075,"0","0"
"Cell96","SeuratProject",70625,8829,"Cell96","Batch1","Group1",70463.3888378106,"0","0"
"Cell97","SeuratProject",53947,7815,"Cell97","Batch1","Group2",54174.7835595851,"0","0"
"Cell98","SeuratProject",60169,8188,"Cell98","Batch1","Group2",60285.7580907849,"0","0"
"Cell99","SeuratProject",41166,6804,"Cell99","Batch1","Group1",40943.976600085,"0","0"
"Cell100","SeuratProject",58461,8075,"Cell100","Batch1","Group1",58745.8697960119,"0","0"
"Cell101","SeuratProject",79603,9287,"Cell101","Batch1","Group3",80087.8451969619,"0","0"
"Cell102","SeuratProject",61004,8339,"Cell102","Batch1","Group1",61343.0722648986,"0","0"
"Cell103","SeuratProject",57735,8038,"Cell103","Batch1","Group1",57768.0712480024,"0","0"
"Cell104","SeuratProject",49492,7570,"Cell104","Batch1","Group2",49318.7355331056,"0","0"
"Cell105","SeuratProject",62250,8366,"Cell105","Batch1","Group3",61804.5319747738,"0","0"
"Cell106","SeuratProject",62784,8404,"Cell106","Batch1","Group3",63392.4654760826,"0","0"
"Cell107","SeuratProject",80554,9341,"Cell107","Batch1","Group2",80947.6088525183,"0","0"
"Cell108","SeuratProject",72930,8993,"Cell108","Batch1","Group3",72664.7875080981,"0","0"
"Cell109","SeuratProject",77189,9164,"Cell109","Batch1","Group3",77005.1836132669,"0","0"
"Cell110","SeuratProject",54714,7823,"Cell110","Batch1","Group3",54270.2560096153,"0","0"
"Cell111","SeuratProject",65734,8611,"Cell111","Batch1","Group3",66030.8793599963,"0","0"
"Cell112","SeuratProject",43205,7012,"Cell112","Batch1","Group3",43178.7540790083,"0","0"
"Cell113","SeuratProject",50987,7627,"Cell113","Batch1","Group1",50997.6490850762,"0","0"
"Cell114","SeuratProject",70922,8844,"Cell114","Batch1","Group1",70703.1417967428,"0","0"
"Cell115","SeuratProject",64423,8498,"Cell115","Batch1","Group1",64238.052583991,"0","0"
"Cell116","SeuratProject",55228,7927,"Cell116","Batch1","Group2",55523.3362852181,"0","0"
"Cell117","SeuratProject",44016,7111,"Cell117","Batch1","Group1",43912.8719923687,"0","0"
"Cell118","SeuratProject",52545,7809,"Cell118","Batch1","Group4",53694.9539632046,"0","0"
"Cell119","SeuratProject",60991,8255,"Cell119","Batch1","Group3",61077.8163072526,"0","0"
"Cell120","SeuratProject",55725,7868,"Cell120","Batch1","Group4",55393.2521061878,"0","0"
"Cell121","SeuratProject",44172,7123,"Cell121","Batch1","Group3",44116.2557485639,"0","0"
"Cell122","SeuratProject",45869,7157,"Cell122","Batch1","Group1",45760.7844158204,"0","0"
"Cell123","SeuratProject",67431,8587,"Cell123","Batch1","Group2",67520.0191132146,"0","0"
"Cell124","SeuratProject",75219,9144,"Cell124","Batch1","Group1",74834.6524044085,"0","0"
"Cell125","SeuratProject",72017,8839,"Cell125","Batch1","Group1",72545.9607681753,"0","0"
"Cell126","SeuratProject",54827,7915,"Cell126","Batch1","Group1",55152.4036383291,"0","0"
"Cell127","SeuratProject",48596,7420,"Cell127","Batch1","Group1",48608.5811979419,"0","0"
"Cell128","SeuratProject",64729,8486,"Cell128","Batch1","Group1",64601.4903550921,"0","0"
"Cell129","SeuratProject",49523,7543,"Cell129","Batch1","Group1",49213.7837997535,"0","0"
"Cell130","SeuratProject",59352,8166,"Cell130","Batch1","Group4",59254.1295901145,"0","0"
"Cell131","SeuratProject",62626,8352,"Cell131","Batch1","Group1",62247.9948212452,"0","0"
"Cell132","SeuratProject",102263,10308,"Cell132","Batch1","Group3",102177.612135887,"0","0"
"Cell133","SeuratProject",41564,6871,"Cell133","Batch1","Group1",41811.5428405268,"0","0"
"Cell134","SeuratProject",69980,8797,"Cell134","Batch1","Group3",69672.8499379639,"0","0"
"Cell135","SeuratProject",49988,7544,"Cell135","Batch1","Group4",50284.1848727905,"0","0"
"Cell136","SeuratProject",61040,8280,"Cell136","Batch1","Group3",60403.8876003262,"0","0"
"Cell137","SeuratProject",52996,7715,"Cell137","Batch1","Group3",52625.8943404511,"0","0"
"Cell138","SeuratProject",54972,7904,"Cell138","Batch1","Group2",54960.4195931505,"0","0"
"Cell139","SeuratProject",62081,8451,"Cell139","Batch1","Group1",62015.0372883977,"0","0"
"Cell140","SeuratProject",68074,8657,"Cell140","Batch1","Group1",68406.1925528403,"0","0"
"Cell141","SeuratProject",70417,8817,"Cell141","Batch1","Group1",70629.0699548763,"0","0"
"Cell142","SeuratProject",71957,8941,"Cell142","Batch1","Group1",71604.2546631844,"0","0"
"Cell143","SeuratProject",84235,9527,"Cell143","Batch1","Group3",83831.2699594938,"0","0"
"Cell144","SeuratProject",71217,8895,"Cell144","Batch1","Group4",71623.9893709928,"0","0"
"Cell145","SeuratProject",47341,7362,"Cell145","Batch1","Group3",47225.897242882,"0","0"
"Cell146","SeuratProject",48497,7472,"Cell146","Batch1","Group1",48321.9660219954,"0","0"
"Cell147","SeuratProject",75739,9074,"Cell147","Batch1","Group1",75692.2243096856,"0","0"
"Cell148","SeuratProject",67325,8662,"Cell148","Batch1","Group4",67367.3392951832,"0","0"
"Cell149","SeuratProject",62096,8335,"Cell149","Batch1","Group2",62711.4743571154,"0","0"
"Cell150","SeuratProject",67071,8637,"Cell150","Batch1","Group4",67173.5398069848,"0","0"
"Cell151","SeuratProject",66898,8619,"Cell151","Batch1","Group3",66663.9621265323,"0","0"
"Cell152","SeuratProject",65746,8502,"Cell152","Batch1","Group3",65082.2374847434,"0","0"
"Cell153","SeuratProject",59106,8184,"Cell153","Batch1","Group1",59443.4414474716,"0","0"
"Cell154","SeuratProject",66172,8602,"Cell154","Batch1","Group2",66223.0928151237,"0","0"
"Cell155","SeuratProject",53728,7773,"Cell155","Batch1","Group3",53447.5586424008,"0","0"
"Cell156","SeuratProject",60070,8200,"Cell156","Batch1","Group2",60094.3061572815,"0","0"
"Cell157","SeuratProject",48465,7379,"Cell157","Batch1","Group4",47690.8602817869,"0","0"
"Cell158","SeuratProject",65115,8625,"Cell158","Batch1","Group1",65637.8234932901,"0","0"
"Cell159","SeuratProject",65975,8565,"Cell159","Batch1","Group1",65931.7425903412,"0","0"
"Cell160","SeuratProject",55564,7866,"Cell160","Batch1","Group1",54549.9853442853,"0","0"
"Cell161","SeuratProject",73734,8977,"Cell161","Batch1","Group2",73068.3187184869,"0","0"
"Cell162","SeuratProject",55014,7881,"Cell162","Batch1","Group3",55779.5772147434,"0","0"
"Cell163","SeuratProject",67430,8759,"Cell163","Batch1","Group1",68593.7693732138,"0","0"
"Cell164","SeuratProject",72649,8968,"Cell164","Batch1","Group3",72798.3011749482,"0","0"
"Cell165","SeuratProject",51415,7618,"Cell165","Batch1","Group1",51117.8224593251,"0","0"
"Cell166","SeuratProject",61341,8374,"Cell166","Batch1","Group1",61131.2729449782,"0","0"
"Cell167","SeuratProject",66104,8577,"Cell167","Batch1","Group4",65902.2972654956,"0","0"
"Cell168","SeuratProject",52737,7845,"Cell168","Batch1","Group1",52593.4267102969,"0","0"
"Cell169","SeuratProject",89456,9702,"Cell169","Batch1","Group1",88391.6264854653,"0","0"
"Cell170","SeuratProject",50238,7557,"Cell170","Batch1","Group2",50172.3110430823,"0","0"
"Cell171","SeuratProject",43654,7007,"Cell171","Batch1","Group4",43778.4515138633,"0","0"
"Cell172","SeuratProject",62154,8438,"Cell172","Batch1","Group1",62068.587442404,"0","0"
"Cell173","SeuratProject",42273,6869,"Cell173","Batch1","Group2",42587.6858872597,"0","0"
"Cell174","SeuratProject",55990,8006,"Cell174","Batch1","Group4",56383.8332399496,"0","0"
"Cell175","SeuratProject",49267,7454,"Cell175","Batch1","Group1",49599.23406809,"0","0"
"Cell176","SeuratProject",48037,7302,"Cell176","Batch1","Group4",47050.3271743625,"0","0"
"Cell177","SeuratProject",74373,9104,"Cell177","Batch1","Group3",74949.3173501392,"0","0"
"Cell178","SeuratProject",52022,7646,"Cell178","Batch1","Group3",51692.7910683216,"0","0"
"Cell179","SeuratProject",63266,8464,"Cell179","Batch1","Group1",64361.1467249117,"0","0"
"Cell180","SeuratProject",64366,8515,"Cell180","Batch1","Group3",64313.2022629813,"0","0"
"Cell181","SeuratProject",64368,8468,"Cell181","Batch1","Group3",65123.7540394534,"0","0"
"Cell182","SeuratProject",50211,7643,"Cell182","Batch1","Group1",50400.5296657847,"0","0"
"Cell183","SeuratProject",54921,7847,"Cell183","Batch1","Group4",54865.1572709587,"0","0"
"Cell184","SeuratProject",58996,8170,"Cell184","Batch1","Group1",59084.7096057615,"0","0"
"Cell185","SeuratProject",70856,8938,"Cell185","Batch1","Group1",70607.8982003839,"0","0"
"Cell186","SeuratProject",62819,8308,"Cell186","Batch1","Group3",62388.1227614649,"0","0"
"Cell187","SeuratProject",58466,8133,"Cell187","Batch1","Group1",58195.2914256344,"0","0"
"Cell188","SeuratProject",55965,7950,"Cell188","Batch1","Group1",55492.6967789126,"0","0"
"Cell189","SeuratProject",64570,8517,"Cell189","Batch1","Group1",64095.1233694658,"0","0"
"Cell190","SeuratProject",36606,6342,"Cell190","Batch1","Group1",36578.1210002723,"0","0"
"Cell191","SeuratProject",58341,8080,"Cell191","Batch1","Group3",58573.4575536507,"0","0"
"Cell192","SeuratProject",50358,7614,"Cell192","Batch1","Group4",50819.7216291207,"0","0"
"Cell193","SeuratProject",65421,8527,"Cell193","Batch1","Group2",65683.4318596472,"0","0"
"Cell194","SeuratProject",61631,8293,"Cell194","Batch1","Group3",62043.4142119628,"0","0"
"Cell195","SeuratProject",42099,6978,"Cell195","Batch1","Group2",41870.3922435588,"0","0"
"Cell196","SeuratProject",52072,7677,"Cell196","Batch1","Group3",52356.6555365779,"0","0"
"Cell197","SeuratProject",85993,9674,"Cell197","Batch1","Group1",86108.6567753172,"0","0"
"Cell198","SeuratProject",56724,8082,"Cell198","Batch1","Group2",57063.4210588159,"0","0"
"Cell199","SeuratProject",60279,8223,"Cell199","Batch1","Group2",60130.7660079159,"0","0"
"Cell200","SeuratProject",50389,7559,"Cell200","Batch1","Group3",49759.255932394,"0","0"
"Cell201","SeuratProject",70563,8723,"Cell201","Batch1","Group2",69652.9116906125,"0","0"
"Cell202","SeuratProject",63471,8515,"Cell202","Batch1","Group1",63237.1316612034,"0","0"
"Cell203","SeuratProject",54550,7856,"Cell203","Batch1","Group1",53851.2876892023,"0","0"
"Cell204","SeuratProject",79570,9322,"Cell204","Batch1","Group3",80093.6342708682,"0","0"
"Cell205","SeuratProject",57483,8026,"Cell205","Batch1","Group1",57335.7489620507,"0","0"
"Cell206","SeuratProject",37422,6443,"Cell206","Batch1","Group1",37145.6670744414,"0","0"
"Cell207","SeuratProject",63361,8514,"Cell207","Batch1","Group1",63524.4100199638,"0","0"
"Cell208","SeuratProject",47329,7377,"Cell208","Batch1","Group1",47903.7662204425,"0","0"
"Cell209","SeuratProject",46751,7294,"Cell209","Batch1","Group2",47141.4115885946,"0","0"
"Cell210","SeuratProject",70979,8825,"Cell210","Batch1","Group1",70314.6736374113,"0","0"
"Cell211","SeuratProject",62883,8480,"Cell211","Batch1","Group1",63138.4371239135,"0","0"
"Cell212","SeuratProject",51807,7709,"Cell212","Batch1","Group1",52060.3417428328,"0","0"
"Cell213","SeuratProject",87147,9534,"Cell213","Batch1","Group3",86735.8067611988,"0","0"
"Cell214","SeuratProject",92052,9898,"Cell214","Batch1","Group1",92386.9656335563,"0","0"
"Cell215","SeuratProject",62380,8398,"Cell215","Batch1","Group1",62364.9101617711,"0","0"
"Cell216","SeuratProject",69632,8813,"Cell216","Batch1","Group2",70600.2137610923,"0","0"
"Cell217","SeuratProject",53074,7792,"Cell217","Batch1","Group2",53510.3954357315,"0","0"
"Cell218","SeuratProject",60693,8298,"Cell218","Batch1","Group1",60801.8826746532,"0","0"
"Cell219","SeuratProject",71633,8930,"Cell219","Batch1","Group3",71584.4443349866,"0","0"
"Cell220","SeuratProject",51803,7685,"Cell220","Batch1","Group2",51219.2874916607,"0","0"
"Cell221","SeuratProject",61831,8355,"Cell221","Batch1","Group2",62385.906792653,"0","0"
"Cell222","SeuratProject",77849,9242,"Cell222","Batch1","Group1",78277.4331112973,"0","0"
"Cell223","SeuratProject",57362,7965,"Cell223","Batch1","Group1",56714.5820681047,"0","0"
"Cell224","SeuratProject",57169,7972,"Cell224","Batch1","Group2",57293.5986227697,"0","0"
"Cell225","SeuratProject",85329,9590,"Cell225","Batch1","Group3",85573.9278142602,"0","0"
"Cell226","SeuratProject",83917,9469,"Cell226","Batch1","Group1",83851.5178490111,"0","0"
"Cell227","SeuratProject",49462,7491,"Cell227","Batch1","Group1",49176.1988665963,"0","0"
"Cell228","SeuratProject",67668,8645,"Cell228","Batch1","Group1",67131.3664840143,"0","0"
"Cell229","SeuratProject",45634,7239,"Cell229","Batch1","Group4",45612.5555212582,"0","0"
"Cell230","SeuratProject",77628,9154,"Cell230","Batch1","Group3",77067.0855230522,"0","0"
"Cell231","SeuratProject",62799,8453,"Cell231","Batch1","Group4",63003.2633000914,"0","0"
"Cell232","SeuratProject",50886,7523,"Cell232","Batch1","Group2",50923.7636359798,"0","0"
"Cell233","SeuratProject",57262,8029,"Cell233","Batch1","Group2",56496.9973466138,"0","0"
"Cell234","SeuratProject",61557,8317,"Cell234","Batch1","Group1",61835.2157857347,"0","0"
"Cell235","SeuratProject",34468,6254,"Cell235","Batch1","Group4",34258.1069476597,"0","0"
"Cell236","SeuratProject",67891,8692,"Cell236","Batch1","Group1",68456.1770032239,"0","0"
"Cell237","SeuratProject",70531,8751,"Cell237","Batch1","Group1",70534.3397085011,"0","0"
"Cell238","SeuratProject",65185,8526,"Cell238","Batch1","Group4",65490.9848656178,"0","0"
"Cell239","SeuratProject",70113,8907,"Cell239","Batch1","Group1",71281.503447391,"0","0"
"Cell240","SeuratProject",88355,9750,"Cell240","Batch1","Group4",87849.218519611,"0","0"
"Cell241","SeuratProject",70289,8734,"Cell241","Batch1","Group1",69882.4001196799,"0","0"
"Cell242","SeuratProject",60893,8242,"Cell242","Batch1","Group3",60799.954118963,"0","0"
"Cell243","SeuratProject",61644,8345,"Cell243","Batch1","Group1",62016.3761610271,"0","0"
"Cell244","SeuratProject",55933,7998,"Cell244","Batch1","Group1",56367.8921905633,"0","0"
"Cell245","SeuratProject",47092,7384,"Cell245","Batch1","Group1",47251.8319586461,"0","0"
"Cell246","SeuratProject",51423,7640,"Cell246","Batch1","Group1",51652.506606941,"0","0"
"Cell247","SeuratProject",61581,8315,"Cell247","Batch1","Group4",61097.342012227,"0","0"
"Cell248","SeuratProject",42098,6942,"Cell248","Batch1","Group2",41577.5300249666,"0","0"
"Cell249","SeuratProject",80771,9473,"Cell249","Batch1","Group3",79738.933375296,"0","0"
"Cell250","SeuratProject",64153,8432,"Cell250","Batch1","Group3",62925.1468238804,"0","0"
"Cell251","SeuratProject",63003,8365,"Cell251","Batch1","Group2",62950.2428490036,"0","0"
"Cell252","SeuratProject",60197,8274,"Cell252","Batch1","Group4",60443.4348710729,"0","0"
"Cell253","SeuratProject",43593,7069,"Cell253","Batch1","Group1",43627.7303698904,"0","0"
"Cell254","SeuratProject",54230,7880,"Cell254","Batch1","Group3",54806.7160893808,"0","0"
"Cell255","SeuratProject",74694,9048,"Cell255","Batch1","Group2",75012.1438940647,"0","0"
"Cell256","SeuratProject",53183,7760,"Cell256","Batch1","Group4",53274.7844825284,"0","0"
"Cell257","SeuratProject",72567,8933,"Cell257","Batch1","Group1",73002.956587218,"0","0"
"Cell258","SeuratProject",72367,8954,"Cell258","Batch1","Group2",72341.9576730382,"0","0"
"Cell259","SeuratProject",69557,8761,"Cell259","Batch1","Group3",69924.0404951207,"0","0"
"Cell260","SeuratProject",75000,9084,"Cell260","Batch1","Group4",75196.5123159865,"0","0"
"Cell261","SeuratProject",62615,8405,"Cell261","Batch1","Group4",61944.022089948,"0","0"
"Cell262","SeuratProject",43450,6959,"Cell262","Batch1","Group2",43131.0964220484,"0","0"
"Cell263","SeuratProject",62835,8375,"Cell263","Batch1","Group2",62735.8757979606,"0","0"
"Cell264","SeuratProject",42776,6901,"Cell264","Batch1","Group2",42597.9743703279,"0","0"
"Cell265","SeuratProject",60369,8245,"Cell265","Batch1","Group1",60741.6856880533,"0","0"
"Cell266","SeuratProject",68661,8691,"Cell266","Batch1","Group3",68549.5437487646,"0","0"
"Cell267","SeuratProject",58172,8054,"Cell267","Batch1","Group1",58063.8202883122,"0","0"
"Cell268","SeuratProject",55145,8017,"Cell268","Batch1","Group2",56238.6446909148,"0","0"
"Cell269","SeuratProject",54888,7954,"Cell269","Batch1","Group1",55386.6606522996,"0","0"
"Cell270","SeuratProject",80059,9371,"Cell270","Batch1","Group3",80427.3016353365,"0","0"
"Cell271","SeuratProject",54335,7923,"Cell271","Batch1","Group3",54510.6433888355,"0","0"
"Cell272","SeuratProject",112501,10640,"Cell272","Batch1","Group2",112713.035470181,"0","0"
"Cell273","SeuratProject",77397,9223,"Cell273","Batch1","Group3",77310.5515023006,"0","0"
"Cell274","SeuratProject",58109,8135,"Cell274","Batch1","Group4",57933.5999614283,"0","0"
"Cell275","SeuratProject",75377,9130,"Cell275","Batch1","Group3",75588.3855921089,"0","0"
"Cell276","SeuratProject",51433,7629,"Cell276","Batch1","Group1",51343.4691578459,"0","0"
"Cell277","SeuratProject",59667,8153,"Cell277","Batch1","Group4",59197.6171680935,"0","0"
"Cell278","SeuratProject",57990,7989,"Cell278","Batch1","Group2",57503.6335184571,"0","0"
"Cell279","SeuratProject",44526,7086,"Cell279","Batch1","Group1",45043.3744745196,"0","0"
"Cell280","SeuratProject",61334,8351,"Cell280","Batch1","Group2",61185.387621311,"0","0"
"Cell281","SeuratProject",42154,6969,"Cell281","Batch1","Group4",42404.9152936015,"0","0"
"Cell282","SeuratProject",54389,7720,"Cell282","Batch1","Group1",53511.0562776992,"0","0"
"Cell283","SeuratProject",58923,8182,"Cell283","Batch1","Group4",58550.4683250055,"0","0"
"Cell284","SeuratProject",59288,8250,"Cell284","Batch1","Group2",59923.9324624228,"0","0"
"Cell285","SeuratProject",74939,9126,"Cell285","Batch1","Group3",74334.0972733336,"0","0"
"Cell286","SeuratProject",65282,8532,"Cell286","Batch1","Group1",65580.3673079862,"0","0"
"Cell287","SeuratProject",54020,7789,"Cell287","Batch1","Group1",54275.0297226711,"0","0"
"Cell288","SeuratProject",50107,7485,"Cell288","Batch1","Group2",50122.9881940011,"0","0"
"Cell289","SeuratProject",64681,8587,"Cell289","Batch1","Group2",64504.6674477321,"0","0"
